FrameCounter,Timestamp,LedState,Region0G
0,107158.9753,6,0.029891241
1,107159.0003,1,0.033292711
2,107159.0255,6,0.029897306
3,107159.0506,1,0.033248518
4,107159.0756,6,0.029862818
5,107159.1008,1,0.033239853
6,107159.1259,6,0.029864898
7,107159.151,1,0.033221309
8,107159.1761,6,0.02985034
9,107159.2012,1,0.033190287
10,107159.2263,6,0.029866804
11,107159.2514,1,0.033184568
12,107159.2765,6,0.029871484
13,107159.3016,1,0.033167064
14,107159.3267,6,0.02985034
15,107159.3518,1,0.033174343
16,107159.3769,6,0.029839249
17,107159.402,1,0.033179369
18,107159.4271,6,0.029849994
19,107159.4522,1,0.033176423
20,107159.4773,6,0.029827117
21,107159.5024,1,0.033175903
22,107159.5275,6,0.029831623
23,107159.5526,1,0.033162038
24,107159.5777,6,0.029823825
25,107159.6028,1,0.033146961
26,107159.6279,6,0.029836476
27,107159.653,1,0.033158052
28,107159.6781,6,0.029839249
29,107159.7032,1,0.033145054
30,107159.7283,6,0.029817412
31,107159.7534,1,0.033144014
32,107159.7785,6,0.029822092
33,107159.8036,1,0.03315372
34,107159.8288,6,0.02981412
35,107159.8538,1,0.033162732
36,107159.8789,6,0.02981308
37,107159.904,1,0.033158399
38,107159.9291,6,0.029808227
39,107159.9542,1,0.033156493
40,107159.9793,6,0.029813946
41,107160.0044,1,0.033141762
42,107160.0295,6,0.029801122
43,107160.0546,1,0.033155799
44,107160.0797,6,0.029809267
45,107160.1048,1,0.03314852
46,107160.1299,6,0.029804588
47,107160.155,1,0.033140548
48,107160.1801,6,0.029815333
49,107160.2052,1,0.033148694
50,107160.2303,6,0.029795403
51,107160.2555,1,0.033144534
52,107160.2806,6,0.029794536
53,107160.3057,1,0.033144361
54,107160.3308,6,0.02979003
55,107160.3559,1,0.033138122
56,107160.381,6,0.029799042
57,107160.4061,1,0.033148867
58,107160.4312,6,0.029803721
59,107160.4563,1,0.033144708
60,107160.4814,6,0.029800775
61,107160.5065,1,0.033136562
62,107160.5316,6,0.029801122
63,107160.5567,1,0.033135869
64,107160.5818,6,0.029790377
65,107160.6069,1,0.033121485
66,107160.632,6,0.029806667
67,107160.6571,1,0.033166544
68,107160.6822,6,0.029791416
69,107160.7073,1,0.033139335
70,107160.7324,6,0.029794883
71,107160.7575,1,0.033143668
72,107160.7826,6,0.029786911
73,107160.8077,1,0.033128244
74,107160.8328,6,0.029776339
75,107160.8579,1,0.033156319
76,107160.883,6,0.029782405
77,107160.9081,1,0.033143321
78,107160.9332,6,0.029781711
79,107160.9583,1,0.03313327
80,107160.9834,6,0.029809267
81,107161.0085,1,0.033117672
82,107161.0336,6,0.029778245
83,107161.0587,1,0.033141242
84,107161.0838,6,0.029791243
85,107161.1089,1,0.033133616
86,107161.134,6,0.029801295
87,107161.1591,1,0.033149907
88,107161.1842,6,0.029790723
89,107161.2093,1,0.03314852
90,107161.2344,6,0.029773219
91,107161.2595,1,0.033135523
92,107161.2846,6,0.029779112
93,107161.3097,1,0.033128244
94,107161.3348,6,0.029784484
