FrameCounter,Timestamp,LedState,Stimulation,Output0,Output1,Input0,Input1,Region0G
0,19104.430036457,6,0,0,0,0,0,0.0305309117387439
1,19104.455129964,1,0,0,0,0,0,0.034323706136151
2,19104.480220986,6,0,0,0,0,0,0.0305480689992119
3,19104.505335244,1,0,0,0,0,0,0.0342996166492312
4,19104.530432656,6,0,0,0,0,0,0.0305447761916474
5,19104.555527465,1,0,0,0,0,0,0.0343143476304411
6,19104.58062219,6,0,0,0,0,0,0.0305269257085341
7,19104.605734536,1,0,0,0,0,0,0.0342692881585048
8,19104.630828327,6,0,0,0,0,0,0.0305151409235662
9,19104.65592224,1,0,0,0,0,0,0.0342786466642147
10,19104.681019612,6,0,0,0,0,0,0.0305160074518726
11,19104.706133382,1,0,0,0,0,0,0.0342715411321016
12,19104.731228229,6,0,0,0,0,0,0.0305118481160016
13,19104.756320758,1,0,0,0,0,0,0.0342783000528921
14,19104.781417805,6,0,0,0,0,0,0.0305151409235662
15,19104.806510009,1,0,0,0,0,0,0.0342736208000372
16,19104.83162455,6,0,0,0,0,0,0.0305179138141469
17,19104.856721067,1,0,0,0,0,0,0.0342994433435699
18,19104.881832029,6,0,0,0,0,0,0.0305127146443081
19,19104.906929645,1,0,0,0,0,0,0.0342521308980368
20,19104.932022094,6,0,0,0,0,0,0.0304979836630981
21,19104.957136189,1,0,0,0,0,0,0.0342668618792467
22,19104.982233274,6,0,0,0,0,0,0.0304936510215658
23,19105.007327106,1,0,0,0,0,0,0.0342382664451333
24,19105.032420287,6,0,0,0,0,0,0.03049555738384
25,19105.05753605,1,0,0,0,0,0,0.0342571567622143
26,19105.082630452,6,0,0,0,0,0,0.0305019696933079
27,19105.107724485,1,0,0,0,0,0,0.0342491847017948
28,19105.132839109,6,0,0,0,0,0,0.0305076887801306
29,19105.157932331,1,0,0,0,0,0,0.0342334138866171
30,19105.183029459,6,0,0,0,0,0,0.0304991968027272
31,19105.208123858,1,0,0,0,0,0,0.0342302943847138
32,19105.233218138,6,0,0,0,0,0,0.0304934777159045
33,19105.258331907,1,0,0,0,0,0,0.0342406927243914
34,19105.283426187,6,0,0,0,0,0,0.0305083820027757
35,19105.30852128,1,0,0,0,0,0,0.0342412126413753
36,19105.333631795,6,0,0,0,0,0,0.03049555738384
37,19105.35873006,1,0,0,0,0,0,0.0342169498487942
38,19105.383823159,6,0,0,0,0,0,0.0305017963876466
39,19105.408938475,1,0,0,0,0,0,0.0342249219092137
40,19105.434033161,6,0,0,0,0,0,0.0305004099423562
41,19105.459149006,1,0,0,0,0,0,0.0342195494337136
42,19105.484257527,6,0,0,0,0,0,0.0304948641611948
43,19105.509336383,1,0,0,0,0,0,0.0342467584225367
44,19105.53443168,6,0,0,0,0,0,0.0304834259875495
45,19105.559526,1,0,0,0,0,0,0.0342259617431815
46,19105.584638508,6,0,0,0,0,0,0.0304841192101947
