FrameCounter,Timestamp,LedState,Stimulation,Output0,Output1,Input0,Input1,Region0G,Region1G
7968,20364.855516641,6,0,0,0,0,0,0.0342548765674904,0.0313252012600787
7969,20364.880610187,1,0,0,0,0,0,0.0354407073860162,0.0324613563777411
7970,20364.90570764,6,0,0,0,0,0,0.0342639104154549,0.0313125879316067
7971,20364.930802367,1,0,0,0,0,0,0.0354329640877609,0.032453711936243
7972,20364.955915892,6,0,0,0,0,0,0.0343420808549846,0.031305134601146
7973,20364.981008626,1,0,0,0,0,0,0.0355528008464739,0.0324657519316026
7974,20365.006102903,6,0,0,0,0,0,0.0343374717488802,0.0313255834821536
7975,20365.031218911,1,0,0,0,0,0,0.0354652278304913,0.0324496986044564
7976,20365.056312092,6,0,0,0,0,0,0.0343387622985894,0.0313208057062173
7977,20365.081427489,1,0,0,0,0,0,0.0355004414011285,0.0324609741556662
7978,20365.106521931,6,0,0,0,0,0,0.0343245662517881,0.031311441265382
7979,20365.131630777,1,0,0,0,0,0,0.0354534285188642,0.0324733963731007
7980,20365.156730833,6,0,0,0,0,0,0.0342631729584782,0.0313290234808278
7981,20365.181824746,1,0,0,0,0,0,0.0354613561813637,0.0324615474887786
7982,20365.206917886,6,0,0,0,0,0,0.0342399430637123,0.0313196590399925
7983,20365.232033406,1,0,0,0,0,0,0.0354493725054924,0.0324581074901044
7984,20365.257128255,6,0,0,0,0,0,0.034253401653537,0.031332081257427
7985,20365.282223997,1,0,0,0,0,0,0.0354128683851459,0.0324626941550033
7986,20365.307318114,6,0,0,0,0,0,0.0342100760561561,0.0313395345878877
7987,20365.332431924,1,0,0,0,0,0,0.035430936081075,0.0324475963830445
7988,20365.357524088,6,0,0,0,0,0,0.0342585638523738,0.0313324634795019
7989,20365.382621742,1,0,0,0,0,0,0.0354460539490972,0.0324464497168197
7990,20365.407713662,6,0,0,0,0,0,0.0342231659174925,0.0313229079276292
7991,20365.432809813,1,0,0,0,0,0,0.0354113934711926,0.0324703385965014
7992,20365.457921792,6,0,0,0,0,0,0.0341763373994723,0.0313215701503671
7993,20365.483017496,1,0,0,0,0,0,0.0354539816115967,0.0324818052587487
7994,20365.508132812,6,0,0,0,0,0,0.0341706221079029,0.0313397256989252
7995,20365.533224648,1,0,0,0,0,0,0.0354488194127598,0.0324567697128422
7996,20365.558340411,6,0,0,0,0,0,0.0341735719358097,0.0313286412587528
7997,20365.583434976,1,0,0,0,0,0,0.0354904857319431,0.0324588719342542
7998,20365.608529703,6,0,0,0,0,0,0.034185555611681,0.0313110590433071
7999,20365.633625162,1,0,0,0,0,0,0.0355006257653727,0.0324531386031306
8000,20365.658738849,6,0,0,0,0,0,0.0341549511471482,0.0313234812607416
8001,20365.683832436,1,0,0,0,0,0,0.0354637529165379,0.0324661341536775
8002,20365.708927448,6,0,0,0,0,0,0.0341215812189527,0.0313194679289551
8003,20365.734041299,1,0,0,0,0,0,0.0354663340159563,0.0324479786051194
8004,20365.75913566,6,0,0,0,0,0,0.0341359616299983,0.0313158368192435
8005,20365.784230955,1,0,0,0,0,0,0.0354906700961873,0.0324504630486063
8006,20365.809341347,6,0,0,0,0,0,0.0341416769215677,0.0313209968172547
8007,20365.834438516,1,0,0,0,0,0,0.0355127938054881,0.0324518008258684
8008,20365.859533365,6,0,0,0,0,0,0.0341560573326132,0.0313288323697903
8009,20365.884628011,1,0,0,0,0,0,0.0355161123618833,0.0324626941550033
8010,20365.909757893,6,0,0,0,0,0,0.0341542136901715,0.0313166012633933
8011,20365.934835569,1,0,0,0,0,0,0.0355057879642095,0.0324615474887786
8012,20365.959931924,6,0,0,0,0,0,0.0341042509800004,0.0313217612614045
8013,20365.985025715,1,0,0,0,0,0,0.0355203527394993,0.0324563874907673
8014,20366.010137898,6,0,0,0,0,0,0.0340826803634321,0.0313200412620674
8015,20366.03525476,1,0,0,0,0,0,0.0354676245656656,0.0324565786018048
8016,20366.060346678,6,0,0,0,0,0,0.0340577911904686,0.0313194679289551
8017,20366.085463174,1,0,0,0,0,0,0.0354877202682805,0.0324405252746587
8018,20366.110556843,6,0,0,0,0,0,0.034102776066047,0.0313255834821536
8019,20366.135651936,1,0,0,0,0,0,0.0354635685522937,0.0324739697062131
8020,20366.160765461,6,0,0,0,0,0,0.0340629533893055,0.0313188945958427
8021,20366.185860309,1,0,0,0,0,0,0.0354373888296211,0.0324498897154939
8022,20366.210973997,6,0,0,0,0,0,0.0340395391302954,0.0313234812607416
8023,20366.236068968,1,0,0,0,0,0,0.0353992254310771,0.0324454941616325
8024,20366.261183226,6,0,0,0,0,0,0.0340297678253542,0.0313099123770824
8025,20366.286277139,1,0,0,0,0,0,0.0354191367694479,0.0324764541497
8026,20366.311389851,6,0,0,0,0,0,0.0340281085471566,0.0313236723717791
8027,20366.336484373,1,0,0,0,0,0,0.0354174774912503,0.0324661341536775
8028,20366.36158032,6,0,0,0,0,0,0.0340533664486084,0.0313422101424121
8029,20366.38669348,1,0,0,0,0,0,0.0354137902063668,0.032445303050595
8030,20366.411787963,6,0,0,0,0,0,0.0340129906791344,0.0313282590366779
8031,20366.436880655,1,0,0,0,0,0,0.0354456852206089,0.0324730141510258
8032,20366.461977781,6,0,0,0,0,0,0.0340402765872721,0.0313435479196742
8033,20366.487091917,1,0,0,0,0,0,0.0354541659758409,0.0324739697062131
8034,20366.512185261,6,0,0,0,0,0,0.0340506009849458,0.0313294057029027
8035,20366.537279052,1,0,0,0,0,0,0.0354338859089818,0.0324313519448609
8036,20366.562395385,6,0,0,0,0,0,0.0340209183416338,0.0313307434801648
8037,20366.587489988,1,0,0,0,0,0,0.0354049407226465,0.0324613563777411
8038,20366.612603147,6,0,0,0,0,0,0.0340058004736116,0.0313360945892135
8039,20366.637717609,1,0,0,0,0,0,0.0354165556700294,0.0324709119296138
8040,20366.662810383,6,0,0,0,0,0,0.0340281085471566,0.0313355212561012
8041,20366.687927041,1,0,0,0,0,0,0.035457484532236,0.0324523741589808
8042,20366.713021077,6,0,0,0,0,0,0.0340880269265131,0.0313359034781761
8043,20366.73813033,1,0,0,0,0,0,0.0354652278304913,0.0324655608205651
8044,20366.763229124,6,0,0,0,0,0,0.0341044353442446,0.0313395345878877
8045,20366.788324014,1,0,0,0,0,0,0.0355067097854304,0.0324563874907673
8046,20366.813417235,6,0,0,0,0,0,0.0341206593977318,0.0313230990386667
8047,20366.838530476,1,0,0,0,0,0,0.0354560096182826,0.0324711030406513
8048,20366.863625854,6,0,0,0,0,0,0.0340555788195385,0.0313466056962735
8049,20366.888719399,1,0,0,0,0,0,0.0354427353927021,0.0324592541563291
8050,20366.913816567,6,0,0,0,0,0,0.0340376954878536,0.0313053257121835
8051,20366.9389305,1,0,0,0,0,0,0.0354416292072371,0.0324699563744265
8052,20366.964022257,6,0,0,0,0,0,0.034051891534655,0.0313565434702211
8053,20366.989119708,1,0,0,0,0,0,0.0354355451871793,0.0324745430393254
8054,20367.014214883,6,0,0,0,0,0,0.0340271867259357,0.0313368590333634
8055,20367.039327757,1,0,0,0,0,0,0.0354300142598541,0.0324691919302767
8056,20367.064422403,6,0,0,0,0,0,0.0340286616398891,0.0313385790327004
8057,20367.089515624,1,0,0,0,0,0,0.035413974570611,0.0324403341636212
8058,20367.114631347,6,0,0,0,0,0,0.0340188903349479,0.0313192768179176
8059,20367.139725665,1,0,0,0,0,0,0.0354167400342736,0.0324582986011419
8060,20367.16483972,6,0,0,0,0,0,0.0340207339773897,0.0313236723717791
8061,20367.189933836,1,0,0,0,0,0,0.0354071530935766,0.0324667074867898
8062,20367.215029784,6,0,0,0,0,0,0.0340448856933764,0.0313274945925281
8063,20367.240140746,1,0,0,0,0,0,0.0354219022331105,0.0324579163790669
8064,20367.265237262,6,0,0,0,0,0,0.0340104095797159,0.0313433568086368
8065,20367.290331907,1,0,0,0,0,0,0.0354206116834012,0.0324447297174826
8066,20367.3154423,6,0,0,0,0,0,0.0340316114677959,0.0313334190346892
8067,20367.34053898,1,0,0,0,0,0,0.0354517692406666,0.0324521830479433
8068,20367.365635579,6,0,0,0,0,0,0.0340166779640178,0.0313181301516929
8069,20367.390747882,1,0,0,0,0,0,0.0354337015447376,0.0324600186004789
8070,20367.415843504,6,0,0,0,0,0,0.0340574224619802,0.0313324634795019
8071,20367.440957355,1,0,0,0,0,0,0.0354678089299097,0.0324688097082018
8072,20367.466051838,6,0,0,0,0,0,0.0340428576866905,0.0313253923711161
8073,20367.491147338,1,0,0,0,0,0,0.0354434728496788,0.0324674719309396
8074,20367.516254964,6,0,0,0,0,0,0.0340063535663441,0.0313322723684645
8075,20367.541354287,1,0,0,0,0,0,0.0354265113392148,0.0324529474920932
8076,20367.566448159,6,0,0,0,0,0,0.0339777771084972,0.0313483256956106
8077,20367.591544514,1,0,0,0,0,0,0.0354178462197386,0.0324647963764153
8078,20367.61665808,6,0,0,0,0,0,0.033990313877101,0.0313494723618353
8079,20367.641751912,1,0,0,0,0,0,0.0354053094511348,0.0324527563810557
8080,20367.666845213,6,0,0,0,0,0,0.0339729836381486,0.0313263479263034
8081,20367.691961953,1,0,0,0,0,0,0.0353949850534611,0.0324632674881157
8082,20367.717055785,6,0,0,0,0,0,0.0339178587291407,0.0313328457015768
8083,20367.742169677,1,0,0,0,0,0,0.0353653024101491,0.0324613563777411
8084,20367.767264404,6,0,0,0,0,0,0.0339195180073382,0.0313244368159289
8085,20367.792377604,1,0,0,0,0,0,0.0354045719941581,0.0324514186037935
8086,20367.817471027,6,0,0,0,0,0,0.0339429322663483,0.0313076190446329
8087,20367.842587075,1,0,0,0,0,0,0.0353914821328218,0.0324393786084339
8088,20367.867681517,6,0,0,0,0,0,0.033935188968093,0.0313252012600787
8089,20367.892795694,1,0,0,0,0,0,0.0354244833325289,0.0324552408245426
8090,20367.917890421,6,0,0,0,0,0,0.0339484631936735,0.0313368590333634
8091,20367.942984129,1,0,0,0,0,0,0.0354268800677032,0.0324523741589808
8092,20367.968096434,6,0,0,0,0,0,0.0339464351869876,0.0313376234775132
8093,20367.99319291,1,0,0,0,0,0,0.0354195054979362,0.0324661341536775
8094,20368.018288329,6,0,0,0,0,0,0.0339598937768123,0.0313164101523558
8095,20368.043381917,1,0,0,0,0,0,0.0354482663200273,0.0324598274894415
8096,20368.068496742,6,0,0,0,0,0,0.0339705869029744,0.0313274945925281
8097,20368.093590493,1,0,0,0,0,0,0.0354392324720628,0.0324600186004789
8098,20368.118702228,6,0,0,0,0,0,0.0339586032271031,0.0313127790426442
8099,20368.143799193,1,0,0,0,0,0,0.0354226396900872,0.0324487430492692
8100,20368.168889485,6,0,0,0,0,0,0.03396376542594,0.0313236723717791
8101,20368.194003499,1,0,0,0,0,0,0.0354064156365999,0.0324699563744265
8102,20368.2191027,6,0,0,0,0,0,0.0339246802061751,0.0313318901463896
8103,20368.2442159,1,0,0,0,0,0,0.0354250364252614,0.0324724408179134
8104,20368.269325397,6,0,0,0,0,0,0.0339388762529765,0.0313236723717791
8105,20368.294425454,1,0,0,0,0,0,0.0354071530935766,0.0324630763770782
8106,20368.319539631,6,0,0,0,0,0,0.0339187805503615,0.0313311257022397
8107,20368.344633463,1,0,0,0,0,0,0.035401253437763,0.0324491252713441
8108,20368.369746498,6,0,0,0,0,0,0.0338949975628631,0.0313378145885506
8109,20368.394842771,1,0,0,0,0,0,0.0354080749147974,0.0324466408278572
8110,20368.419957029,6,0,0,0,0,0,0.0339261551201285,0.0313307434801648
8111,20368.445050902,1,0,0,0,0,0,0.035400147252298,0.0324502719375688
8112,20368.470145222,6,0,0,0,0,0,0.0338972099337932,0.0313445034748615
8113,20368.495258097,1,0,0,0,0,0,0.0354078905505533,0.0324435830512579
8114,20368.520353839,6,0,0,0,0,0,0.033908640516932,0.0313368590333634
8115,20368.545468016,1,0,0,0,0,0,0.0354021752589839,0.0324592541563291
8116,20368.570559935,6,0,0,0,0,0,0.0339405355311741,0.0313429745865619
8117,20368.595676024,1,0,0,0,0,0,0.0354174774912503,0.0324573430459546
8118,20368.620769856,6,0,0,0,0,0,0.0339294736765236,0.0313462234741986
8119,20368.645879435,1,0,0,0,0,0,0.0354290924386332,0.0324523741589808
8120,20368.670959511,6,0,0,0,0,0,0.0339161994509431,0.031346796807311
8121,20368.696071409,1,0,0,0,0,0,0.0354261426107265,0.0324556230466175
8122,20368.721166381,6,0,0,0,0,0,0.0339342671468721,0.0313349479229888
8123,20368.746264078,1,0,0,0,0,0,0.0354183993124712,0.0324433919402205
8124,20368.771372841,6,0,0,0,0,0,0.0339237583849542,0.0313133523757566
8125,20368.796470742,1,0,0,0,0,0,0.03540862800753,0.032443200829183
8126,20368.821580931,6,0,0,0,0,0,0.033935188968093,0.0313439301417491
8127,20368.846679157,1,0,0,0,0,0,0.035422455325843,0.0324605919335913
8128,20368.871793578,6,0,0,0,0,0,0.0339270769413494,0.0313435479196742
8129,20368.8968892,1,0,0,0,0,0,0.0354115778354367,0.0324577252680295
8130,20368.922000406,6,0,0,0,0,0,0.0338846731651894,0.0313263479263034
8131,20368.947096881,1,0,0,0,0,0,0.0353990410668329,0.0324674719309396
8132,20368.972191567,6,0,0,0,0,0,0.0338929695561772,0.0313236723717791
8133,20368.997286539,1,0,0,0,0,0,0.035409734192995,0.0324519919369059
8134,20369.022398111,6,0,0,0,0,0,0.0339032939538509,0.0313525301384346
8135,20369.047495278,1,0,0,0,0,0,0.0354060469081115,0.0324787474821494
8136,20369.072588825,6,0,0,0,0,0,0.0338712145753647,0.0313536768046593
8137,20369.097703449,1,0,0,0,0,0,0.0353981192456121,0.0324732052620633
8138,20369.122798013,6,0,0,0,0,0,0.0338990535762349,0.031334183478839
8139,20369.147891316,1,0,0,0,0,0,0.0354071530935766,0.0324770274828123
8140,20369.172986367,6,0,0,0,0,0,0.0339027408611184,0.0313355212561012
8141,20369.198100258,1,0,0,0,0,0,0.0353914821328218,0.0324690008192393
8142,20369.223194782,6,0,0,0,0,0,0.0338878073573404,0.0313427834755244
8143,20369.248290608,1,0,0,0,0,0,0.0354289080743891,0.0324504630486063
8144,20369.273385335,6,0,0,0,0,0,0.0338902040925146,0.0313510012501349
8145,20369.298497271,1,0,0,0,0,0,0.0354156338488086,0.0324653697095276
8146,20369.323590371,6,0,0,0,0,0,0.0338809858803059,0.0313550145819215
8147,20369.348704873,1,0,0,0,0,0,0.0354148963918319,0.032443200829183
8148,20369.373801105,6,0,0,0,0,0,0.0338767455026899,0.0313206145951798
8149,20369.398914834,1,0,0,0,0,0,0.0354145276633435,0.032459636378404
8150,20369.424009602,6,0,0,0,0,0,0.0338944444701306,0.0313458412521237
8151,20369.449102089,1,0,0,0,0,0,0.0354254051537498,0.0324481697161568
8152,20369.474217283,6,0,0,0,0,0,0.0338972099337932,0.0313154545971685
8153,20369.499309365,1,0,0,0,0,0,0.03543204226654,0.0324512274927561
8154,20369.524406737,6,0,0,0,0,0,0.0338949975628631,0.0313253923711161
8155,20369.549522582,1,0,0,0,0,0,0.0354123152924134,0.032470147485464
8156,20369.574631917,6,0,0,0,0,0,0.0338892822712937,0.0313360945892135
8157,20369.599710447,1,0,0,0,0,0,0.0354145276633435,0.0324668985978273
8158,20369.624823444,6,0,0,0,0,0,0.0338796953305967,0.0313196590399925
8159,20369.649918497,1,0,0,0,0,0,0.0354172931270061,0.0324582986011419
8160,20369.675015461,6,0,0,0,0,0,0.0338776673239108,0.0313439301417491
8161,20369.700128621,1,0,0,0,0,0,0.0354137902063668,0.0324619297108535
8162,20369.72522302,6,0,0,0,0,0,0.0338638400055978,0.0313380056995881
8163,20369.750316893,1,0,0,0,0,0,0.0354027283517164,0.0324481697161568
8164,20369.775409179,6,0,0,0,0,0,0.0338690022044346,0.0313081923777453
8165,20369.800526855,1,0,0,0,0,0,0.0354296455313658,0.0324720585958385
8166,20369.825620196,6,0,0,0,0,0,0.0338686334759463,0.0313288323697903
8167,20369.850716144,1,0,0,0,0,0,0.0354053094511348,0.032451609714831
8168,20369.875828001,6,0,0,0,0,0,0.0338542530649007,0.0313359034781761
8169,20369.900924071,1,0,0,0,0,0,0.0354045719941581,0.0324735874841382
8170,20369.92603723,6,0,0,0,0,0,0.0338804327875734,0.0313311257022397
8171,20369.95112915,1,0,0,0,0,0,0.0353962756031703,0.0324451119395575
8172,20369.976227252,6,0,0,0,0,0,0.0338678960189696,0.0313263479263034
8173,20370.001318602,1,0,0,0,0,0,0.0354036501729373,0.0324502719375688
8174,20370.026435383,6,0,0,0,0,0,0.0338509345085056,0.0313236723717791
8175,20370.05153072,1,0,0,0,0,0,0.0354005159807863,0.0324714852627262
8176,20370.076624957,6,0,0,0,0,0,0.0338404257465877,0.0313294057029027
8177,20370.101716917,1,0,0,0,0,0,0.0354073374578207,0.032453711936243
8178,20370.126833087,6,0,0,0,0,0,0.0338879917215845,0.0313232901497041
8179,20370.151927448,1,0,0,0,0,0,0.035426695703459,0.0324688097082018
8180,20370.177022053,6,0,0,0,0,0,0.0338889135428054,0.0313332279236517
8181,20370.202136596,1,0,0,0,0,0,0.035426695703459,0.0324475963830445
8182,20370.227230873,6,0,0,0,0,0,0.0338756393172249,0.0312967257154981
8183,20370.252324217,1,0,0,0,0,0,0.035423561511308,0.032453711936243
8184,20370.277419961,6,0,0,0,0,0,0.0338336042695533,0.0313349479229888
8185,20370.302532063,1,0,0,0,0,0,0.0353887166691592,0.0324487430492692
8186,20370.327629231,6,0,0,0,0,0,0.0338324980840882,0.0313297879249776
8187,20370.352722776,1,0,0,0,0,0,0.0354056781796232,0.0324514186037935
8188,20370.377815957,6,0,0,0,0,0,0.033828073342228,0.0313284501477154
8189,20370.402950682,1,0,0,0,0,0,0.0353955381461936,0.0324546674914302
8190,20370.428045368,6,0,0,0,0,0,0.0338245704215887,0.0313307434801648
8191,20370.453137491,1,0,0,0,0,0,0.0354183993124712,0.0324718674848011
8192,20370.478254638,6,0,0,0,0,0,0.0338513032369939,0.0313129701536816
8193,20370.503347288,1,0,0,0,0,0,0.0354080749147974,0.0324686185971644
8194,20370.528441079,6,0,0,0,0,0,0.0338457723096687,0.0313387701437379
8195,20370.553557331,1,0,0,0,0,0,0.0354075218220649,0.0324527563810557
8196,20370.578651732,6,0,0,0,0,0,0.0338371071901926,0.0313307434801648
8197,20370.603747515,1,0,0,0,0,0,0.035419321133692,0.032470147485464
8198,20370.628841551,6,0,0,0,0,0,0.0338457723096687,0.0313477523624982
8199,20370.65395532,1,0,0,0,0,0,0.0354095498287508,0.0324644141543404
8200,20370.679050332,6,0,0,0,0,0,0.0338494595945522,0.0313185123737678
8201,20370.704144449,1,0,0,0,0,0,0.0354217178688663,0.0324644141543404
8202,20370.729238442,6,0,0,0,0,0,0.0338374759186809,0.0313208057062173
8203,20370.754333291,1,0,0,0,0,0,0.0354327797235167,0.0324749252614003
8204,20370.779446369,6,0,0,0,0,0,0.0338328668125766,0.0313292145918652
8205,20370.804541462,1,0,0,0,0,0,0.0354136058421227,0.0324670897088647
8206,20370.82963745,6,0,0,0,0,0,0.0338446661242037,0.0313196590399925
8207,20370.854730711,1,0,0,0,0,0,0.035419321133692,0.0324500808265313
8208,20370.879845172,6,0,0,0,0,0,0.0338074245468806,0.0313441212527866
8209,20370.904940184,1,0,0,0,0,0,0.0354148963918319,0.0324636497101906
8210,20370.930052285,6,0,0,0,0,0,0.03381313983845,0.0313225257055543
8211,20370.955167317,1,0,0,0,0,0,0.0354207960476454,0.0324884941450595
8212,20370.980262573,6,0,0,0,0,0,0.0338271515210072,0.0313217612614045
8213,20371.005373533,1,0,0,0,0,0,0.03540862800753,0.0324556230466175
8214,20371.030469969,6,0,0,0,0,0,0.0338334199053091,0.0313248190380038
8215,20371.055582518,1,0,0,0,0,0,0.035419321133692,0.0324615474887786
8216,20371.080679645,6,0,0,0,0,0,0.0338400570180993,0.0313389612547754
8217,20371.105771768,1,0,0,0,0,0,0.0354180305839828,0.0324718674848011
8218,20371.130885864,6,0,0,0,0,0,0.0338284420707164,0.0313378145885506
8219,20371.155982379,1,0,0,0,0,0,0.0354178462197386,0.0324644141543404
8220,20371.181074705,6,0,0,0,0,0,0.033819592586996,0.0313276857035656
8221,20371.206191201,1,0,0,0,0,0,0.03541084037846,0.0324693830413142
8222,20371.231285684,6,0,0,0,0,0,0.0338326824483324,0.0313223345945169
8223,20371.256379923,1,0,0,0,0,0,0.0354154494845644,0.0324609741556662
8224,20371.281475462,6,0,0,0,0,0,0.0338265984282747,0.0313181301516929
8225,20371.306587929,1,0,0,0,0,0,0.0354307517168308,0.0324609741556662
8226,20371.331683226,6,0,0,0,0,0,0.033823832964612,0.0313307434801648
8227,20371.356777912,1,0,0,0,0,0,0.0354145276633435,0.0324714852627262
8228,20371.381872597,6,0,0,0,0,0,0.0338326824483324,0.0313213790393296
8229,20371.406986855,1,0,0,0,0,0,0.0354434728496788,0.0324594452673666
8230,20371.432078449,6,0,0,0,0,0,0.0338179333087985,0.0313246279269663
8231,20371.457174722,1,0,0,0,0,0,0.0354303829883425,0.032451609714831
8232,20371.482289468,6,0,0,0,0,0,0.0338350791835066,0.0313104857101947
8233,20371.507384602,1,0,0,0,0,0,0.0354259582464823,0.0324647963764153
8234,20371.532478595,6,0,0,0,0,0,0.0338538843364124,0.0313393434768503
8235,20371.557591266,1,0,0,0,0,0,0.0353992254310771,0.0324626941550033
8236,20371.582684243,6,0,0,0,0,0,0.0338310231701348,0.0313179390406554
8237,20371.607780435,1,0,0,0,0,0,0.0354005159807863,0.03246594304264
8238,20371.632896687,6,0,0,0,0,0,0.0338218049579261,0.0313345657009139
8239,20371.657991046,1,0,0,0,0,0,0.0354064156365999,0.0324554319355801
8240,20371.683084918,6,0,0,0,0,0,0.0338417162962969,0.0313242457048914
8241,20371.708196654,1,0,0,0,0,0,0.0354075218220649,0.0324426274960707
8242,20371.733293415,6,0,0,0,0,0,0.0338485377733313,0.0313328457015768
8243,20371.758385742,1,0,0,0,0,0,0.0354119465639251,0.0324655608205651
8244,20371.783502278,6,0,0,0,0,0,0.0338531468794357,0.0313225257055543
8245,20371.808596515,1,0,0,0,0,0,0.0354254051537498,0.0324774097048872
8246,20371.833690876,6,0,0,0,0,0,0.0338435599387386,0.0313213790393296
8247,20371.858804442,1,0,0,0,0,0,0.0354078905505533,0.0324640319322655
8248,20371.883900064,6,0,0,0,0,0,0.0338560967073425,0.031303414601809
8249,20371.908993853,1,0,0,0,0,0,0.0354283549816565,0.0324640319322655
8250,20371.934087441,6,0,0,0,0,0,0.0338702927541438,0.0313315079243147
8251,20371.959201903,1,0,0,0,0,0,0.0354117621996809,0.0324594452673666
8252,20371.984295775,6,0,0,0,0,0,0.0338785891451317,0.0313328457015768
8253,20372.009409341,1,0,0,0,0,0,0.0354154494845644,0.0324726319289509
8254,20372.034506957,6,0,0,0,0,0,0.0338723207608298,0.0313322723684645
8255,20372.059619098,1,0,0,0,0,0,0.0354384950150861,0.0324688097082018
8256,20372.084714638,6,0,0,0,0,0,0.0339023721326301,0.0313194679289551
8257,20372.109828774,1,0,0,0,0,0,0.0354207960476454,0.0324697652633891
8258,20372.134923257,6,0,0,0,0,0,0.0338872542646078,0.0313498545839102
8259,20372.16003487,1,0,0,0,0,0,0.0354222709615988,0.0324691919302767
8260,20372.185131998,6,0,0,0,0,0,0.033882092065771,0.0313074279335955
8261,20372.210226927,1,0,0,0,0,0,0.0354230084185755,0.0324604008225538
8262,20372.235340045,6,0,0,0,0,0,0.0338677116547254,0.0313242457048914
8263,20372.260433267,1,0,0,0,0,0,0.0354058625438674,0.0324869652567599
8264,20372.285527099,6,0,0,0,0,0,0.0338564654358308,0.0313416368092997
8265,20372.310623533,1,0,0,0,0,0,0.0354276175246799,0.0324783652600745
8266,20372.335735756,6,0,0,0,0,0,0.0338461410381571,0.0313137345978315
8267,20372.360832152,1,0,0,0,0,0,0.0354176618554945,0.0324695741523516
8268,20372.385946816,6,0,0,0,0,0,0.0338455879454246,0.0313387701437379
8269,20372.411039428,1,0,0,0,0,0,0.0354289080743891,0.0324720585958385
8270,20372.436135864,6,0,0,0,0,0,0.0338680803832138,0.0313211879282922
8271,20372.461247027,1,0,0,0,0,0,0.0354233771470639,0.0324682363750895
8272,20372.486343422,6,0,0,0,0,0,0.0338730582178065,0.0313435479196742
8273,20372.511439248,1,0,0,0,0,0,0.0354327797235167,0.0324561963797299
8274,20372.536551838,6,0,0,0,0,0,0.0338699240256555,0.0313301701470525
8275,20372.561666177,1,0,0,0,0,0,0.0354237458755522,0.0324525652700182
8276,20372.586761026,6,0,0,0,0,0,0.0338682647474579,0.0313280679256405
8277,20372.611875081,1,0,0,0,0,0,0.0354272487961915,0.032463840821228
8278,20372.636968056,6,0,0,0,0,0,0.0338710302111205,0.0313351390340263
8279,20372.662083454,1,0,0,0,0,0,0.0354355451871793,0.0324604008225538
8280,20372.687178425,6,0,0,0,0,0,0.0338656836480395,0.0313263479263034
8281,20372.712272257,1,0,0,0,0,0,0.0354241146040406,0.0324623119329284
8282,20372.737386148,6,0,0,0,0,0,0.0338538843364124,0.031317747929618
8283,20372.762481402,1,0,0,0,0,0,0.0354274331604357,0.0324632674881157
8284,20372.787576374,6,0,0,0,0,0,0.0338682647474579,0.0313347568119514
8285,20372.812669229,1,0,0,0,0,0,0.035418214948227,0.0324560052686924
8286,20372.83778426,6,0,0,0,0,0,0.0338595996279818,0.0313295968139401
8287,20372.8628774,1,0,0,0,0,0,0.0354211647761338,0.0324548586024677
8288,20372.887970986,6,0,0,0,0,0,0.033877851688155,0.0313248190380038
8289,20372.913087075,1,0,0,0,0,0,0.035423561511308,0.0324594452673666
8290,20372.938181761,6,0,0,0,0,0,0.0338514876012381,0.0313345657009139
8291,20372.963275146,1,0,0,0,0,0,0.0354180305839828,0.0324651785984902
8292,20372.988371498,6,0,0,0,0,0,0.0338398726538552,0.0313202323731049
8293,20373.013485349,1,0,0,0,0,0,0.0354145276633435,0.0324569608238797
8294,20373.038580076,6,0,0,0,0,0,0.0338586778067609,0.0313469879183484
8295,20373.063672443,1,0,0,0,0,0,0.0354333328162492,0.0324508452706812
8296,20373.088788492,6,0,0,0,0,0,0.0338302857131581,0.0313316990353521
8297,20373.113879964,1,0,0,0,0,0,0.0354160025772969,0.0324483608271943
8298,20373.138996498,6,0,0,0,0,0,0.0338555436146099,0.0313588368026705
8299,20373.164091185,1,0,0,0,0,0,0.0354340702732259,0.0324607830446288
8300,20373.189186359,6,0,0,0,0,0,0.0339014503114092,0.0313536768046593
8301,20373.214299885,1,0,0,0,0,0,0.0354185836767153,0.032459636378404
8302,20373.239394775,6,0,0,0,0,0,0.033888544814317,0.0313385790327004
8303,20373.264488279,1,0,0,0,0,0,0.0354106560142159,0.0324588719342542
8304,20373.289584105,6,0,0,0,0,0,0.0338867011718753,0.0313255834821536
8305,20373.314698322,1,0,0,0,0,0,0.0354283549816565,0.0324563874907673
8306,20373.339790608,6,0,0,0,0,0,0.0338819077015268,0.0313479434735357
8307,20373.364887125,1,0,0,0,0,0,0.0354272487961915,0.0324827608139359
8308,20373.390001017,6,0,0,0,0,0,0.0338653149195512,0.0313397256989252
8309,20373.415095172,1,0,0,0,0,0,0.0354466070418298,0.0324676630419771
8310,20373.44018758,6,0,0,0,0,0,0.033883198251236,0.0313626590234196
8311,20373.465304361,1,0,0,0,0,0,0.0353979348813679,0.0324703385965014
8312,20373.490397012,6,0,0,0,0,0,0.0338358166404833,0.0313418279203372
8313,20373.515507934,1,0,0,0,0,0,0.03538742611945,0.0324512274927561
8314,20373.540584756,6,0,0,0,0,0,0.0338219893221703,0.0313223345945169
8315,20373.565682575,1,0,0,0,0,0,0.0354032814444489,0.0324443474954077
8316,20373.590795816,6,0,0,0,0,0,0.0338406101108319,0.0313074279335955
8317,20373.61591044,1,0,0,0,0,0,0.0354281706174124,0.0324475963830445
