FrameCounter,Timestamp,LedState,Stimulation,Output0,Output1,Input0,Input1,Region0G
0,15892.744846596,6,0,0,0,0,0,0.0332119503189535
1,15892.769940998,1,0,0,0,0,0,0.0379456211515227
2,15892.795055419,6,0,0,0,0,0,0.0329701889214491
3,15892.82015157,1,0,0,0,0,0,0.0374941599038533
4,15892.845245969,6,0,0,0,0,0,0.032733280082461
5,15892.870339842,1,0,0,0,0,0,0.0372822070800914
6,15892.895433307,6,0,0,0,0,0,0.0325849304363938
7,15892.920529988,1,0,0,0,0,0,0.0370690411167004
8,15892.945625366,6,0,0,0,0,0,0.0324868394321017
9,15892.970753946,1,0,0,0,0,0,0.0369329961725851
10,15892.995831338,6,0,0,0,0,0,0.0324078120505519
11,15893.020928018,1,0,0,0,0,0,0.0368506759834707
12,15893.046061807,6,0,0,0,0,0,0.0323466351521153
13,15893.071156656,1,0,0,0,0,0,0.0367612502622433
14,15893.096249102,6,0,0,0,0,0,0.0323249719444536
15,15893.121345498,1,0,0,0,0,0,0.0367037127826939
16,15893.14645886,6,0,0,0,0,0,0.0322622352950654
17,15893.171552692,1,0,0,0,0,0,0.0366531075295962
18,15893.19664925,6,0,0,0,0,0,0.0322419585326941
19,15893.221763549,1,0,0,0,0,0,0.0366356036578055
20,15893.246858233,6,0,0,0,0,0,0.0322332932496294
21,15893.271952065,1,0,0,0,0,0,0.0365898509632241
22,15893.297065916,6,0,0,0,0,0,0.0321915265852577
23,15893.322158446,1,0,0,0,0,0,0.0365811856801594
24,15893.347253662,6,0,0,0,0,0,0.0321963791437739
25,15893.372351805,1,0,0,0,0,0,0.0365590025555138
26,15893.397462685,6,0,0,0,0,0,0.032198805423032
27,15893.422556639,1,0,0,0,0,0,0.036520702004368
28,15893.44765393,6,0,0,0,0,0,0.0321582518982893
29,15893.472748899,1,0,0,0,0,0,0.0365063176344806
30,15893.497861163,6,0,0,0,0,0,0.0321747159361122
31,15893.522958128,1,0,0,0,0,0,0.0365005985476579
32,15893.54805196,6,0,0,0,0,0,0.0321275767962404
33,15893.573166218,1,0,0,0,0,0,0.0365101303590291
34,15893.598259521,6,0,0,0,0,0,0.0321431743057568
35,15893.623374631,1,0,0,0,0,0,0.0364862141777706
36,15893.648470009,6,0,0,0,0,0,0.0321300030754985
37,15893.673563353,1,0,0,0,0,0,0.0364761624494156
38,15893.69867403,6,0,0,0,0,0,0.032117871679208
39,15893.72377303,1,0,0,0,0,0,0.0364583119663023
40,15893.748882446,6,0,0,0,0,0,0.0320899694677397
41,15893.773962238,1,0,0,0,0,0,0.0364520729624958
42,15893.799075763,6,0,0,0,0,0,0.0321003678074173
43,15893.824170979,1,0,0,0,0,0,0.0364723497248671
44,15893.849265055,6,0,0,0,0,0,0.0320927423583204
45,15893.874359658,1,0,0,0,0,0,0.0364454873473666
46,15893.89945292,6,0,0,0,0,0,0.0320969016941915
47,15893.924568602,1,0,0,0,0,0,0.0364290233095437
48,15893.949663532,6,0,0,0,0,0,0.0320804376563686
49,15893.974775512,1,0,0,0,0,0,0.0364399415662052
50,15893.999869586,6,0,0,0,0,0,0.0320667465091264
51,15894.024964598,1,0,0,0,0,0,0.0364269436416082
52,15894.050080524,6,0,0,0,0,0,0.0320414438825776
53,15894.075175332,1,0,0,0,0,0,0.0364170652189145
54,15894.100289143,6,0,0,0,0,0,0.032055308335481
55,15894.125380086,1,0,0,0,0,0,0.0364241707510275
56,15894.150479002,6,0,0,0,0,0,0.0320260196787224
57,15894.175593016,1,0,0,0,0,0,0.036414985550979
58,15894.200685952,6,0,0,0,0,0,0.0320374578523678
59,15894.225799274,1,0,0,0,0,0,0.0364047605169627
60,15894.250894368,6,0,0,0,0,0,0.0320171810899965
61,15894.27600533,1,0,0,0,0,0,0.0364089198528337
62,15894.301101927,6,0,0,0,0,0,0.0320256730673999
63,15894.326199339,1,0,0,0,0,0,0.0363967884565432
64,15894.351289834,6,0,0,0,0,0,0.0320480294977067
65,15894.376388549,1,0,0,0,0,0,0.0364142923283338
66,15894.401499713,6,0,0,0,0,0,0.0320343383504645
67,15894.426596678,1,0,0,0,0,0,0.0363964418452206
68,15894.451689492,6,0,0,0,0,0,0.0320365913240613
69,15894.476787027,1,0,0,0,0,0,0.0363985215131561
70,15894.501881754,6,0,0,0,0,0,0.0320428303278679
71,15894.52699544,1,0,0,0,0,0,0.0363803244187203
72,15894.552089923,6,0,0,0,0,0,0.0320227268711579
73,15894.577184732,1,0,0,0,0,0,0.0364011210980755
74,15894.602279092,6,0,0,0,0,0,0.0320390176033195
75,15894.627393676,1,0,0,0,0,0,0.0363773782224783
76,15894.652487302,6,0,0,0,0,0,0.0320634537015618
77,15894.677601845,1,0,0,0,0,0,0.0363777248338009
78,15894.702695799,6,0,0,0,0,0,0.0320603341996585
79,15894.727809447,1,0,0,0,0,0,0.0363798045017364
80,15894.752904703,6,0,0,0,0,0,0.0320624138675941
81,15894.777998573,1,0,0,0,0,0,0.0363811909470268
82,15894.803092487,6,0,0,0,0,0,0.0320488960260132
