FrameCounter,Timestamp,LedState,Stimulation,Output0,Output1,Input0,Input1,Region0G
0,23797.647914875,6,0,0,0,0,0,0.0338297850014646
1,23797.673026081,1,0,0,0,0,0,0.0300544944758482
2,23797.698122841,6,0,0,0,0,0,0.0338334244203518
3,23797.723216429,1,0,0,0,0,0,0.0300456558871222
4,23797.748328734,6,0,0,0,0,0,0.0338237193033194
5,23797.77342403,1,0,0,0,0,0,0.0300326579625252
6,23797.798540608,6,0,0,0,0,0,0.0338266654995614
7,23797.823634358,1,0,0,0,0,0,0.0300317914342188
8,23797.848729042,6,0,0,0,0,0,0.0338303049184485
9,23797.873842934,1,0,0,0,0,0,0.0300482554720416
10,23797.898937661,6,0,0,0,0,0,0.0338159205485612
11,23797.92403011,1,0,0,0,0,0,0.0300262456530574
12,23797.949144246,6,0,0,0,0,0,0.0337999764277222
13,23797.974256103,1,0,0,0,0,0,0.0300361240757511
14,23797.999334267,6,0,0,0,0,0,0.0338058688202061
15,23798.024446979,1,0,0,0,0,0,0.0300305782945897
16,23798.049543741,6,0,0,0,0,0,0.0338138408806256
17,23798.074638875,1,0,0,0,0,0,0.0300330045738478
18,23798.099733803,6,0,0,0,0,0,0.0338145341032708
19,23798.124845579,1,0,0,0,0,0,0.0300234727624767
20,23798.149942137,6,0,0,0,0,0,0.0338169603825289
21,23798.175036579,1,0,0,0,0,0,0.0300238193737993
22,23798.200169839,6,0,0,0,0,0,0.0338128010466579
23,23798.2252642,1,0,0,0,0,0,0.0300475622493965
24,23798.250375732,6,0,0,0,0,0,0.0338254523599323
25,23798.275473712,1,0,0,0,0,0,0.0300260723473961
26,23798.300566405,6,0,0,0,0,0,0.0338303049184485
27,23798.32568168,1,0,0,0,0,0,0.0300271121813638
28,23798.350775064,6,0,0,0,0,0,0.033832384586384
29,23798.375871498,1,0,0,0,0,0,0.0300368172983963
30,23798.400963214,6,0,0,0,0,0,0.0338138408806256
31,23798.42605786,1,0,0,0,0,0,0.0300234727624767
32,23798.451174925,6,0,0,0,0,0,0.0338419163977552
33,23798.476269286,1,0,0,0,0,0,0.0300314448228962
34,23798.501363767,6,0,0,0,0,0,0.0338358506996099
35,23798.526458494,1,0,0,0,0,0,0.0300068354189925
36,23798.551571165,6,0,0,0,0,0,0.0338134942693031
37,23798.576664997,1,0,0,0,0,0,0.0300163672303636
38,23798.601759602,6,0,0,0,0,0,0.0338188667448031
39,23798.626857013,1,0,0,0,0,0,0.03001186128317
40,23798.651969684,6,0,0,0,0,0,0.0338171336881902
41,23798.677065387,1,0,0,0,0,0,0.0300073553359764
42,23798.702158446,6,0,0,0,0,0,0.0338247591372871
43,23798.727274088,1,0,0,0,0,0,0.030017753675654
44,23798.752382608,6,0,0,0,0,0,0.0338091616277707
45,23798.777482501,1,0,0,0,0,0,0.0300153273963959
46,23798.802576252,6,0,0,0,0,0,0.0338186934391419
47,23798.827670124,1,0,0,0,0,0,0.030024859207767
48,23798.852766275,6,0,0,0,0,0,0.0338216396353838
49,23798.877878987,1,0,0,0,0,0,0.0300241659851218
50,23798.902975014,6,0,0,0,0,0,0.0338114146013675
51,23798.928069945,1,0,0,0,0,0,0.0300115146718474
52,23798.953165363,6,0,0,0,0,0,0.0338379303675454
53,23798.978258666,1,0,0,0,0,0,0.0300066621133312
54,23799.003372271,6,0,0,0,0,0,0.0338096815447546
55,23799.028467731,1,0,0,0,0,0,0.0300160206190411
56,23799.053561603,6,0,0,0,0,0,0.0338178269108354
57,23799.078677611,1,0,0,0,0,0,0.0300033693057666
58,23799.103769815,6,0,0,0,0,0,0.0338027493183029
59,23799.128879964,1,0,0,0,0,0,0.0300057955850247
60,23799.153960244,6,0,0,0,0,0,0.0338280519448517
61,23799.179051472,1,0,0,0,0,0,0.0300037159170892
62,23799.204167113,6,0,0,0,0,0,0.0338264921939001
63,23799.229260986,1,0,0,0,0,0,0.0300139409511055
64,23799.254377726,6,0,0,0,0,0,0.0338221595523677
65,23799.279472858,1,0,0,0,0,0,0.0300099549208958
66,23799.30456669,6,0,0,0,0,0,0.0338375837562228
67,23799.329681273,1,0,0,0,0,0,0.0300099549208958
68,23799.354775064,6,0,0,0,0,0,0.0338264921939001
69,23799.379871417,1,0,0,0,0,0,0.0300025027774602
70,23799.404965167,6,0,0,0,0,0,0.0338375837562228
71,23799.430079181,1,0,0,0,0,0,0.0300120345888313
72,23799.455171141,6,0,0,0,0,0,0.033818173522158
73,23799.480266397,1,0,0,0,0,0,0.0300229528454928
74,23799.505380981,6,0,0,0,0,0,0.0338197332731096
75,23799.530477374,1,0,0,0,0,0,0.0300213930945411
76,23799.555571613,6,0,0,0,0,0,0.033819386661787
77,23799.580667479,1,0,0,0,0,0,0.0300087417812667
78,23799.605759195,6,0,0,0,0,0,0.0338138408806256
79,23799.630875488,1,0,0,0,0,0,0.0300057955850247
80,23799.655970131,6,0,0,0,0,0,0.0338197332731096
81,23799.681062295,1,0,0,0,0,0,0.0300120345888313
82,23799.706158853,6,0,0,0,0,0,0.0338273587222065
83,23799.731249591,1,0,0,0,0,0,0.0300012896378311
84,23799.756383137,6,0,0,0,0,0,0.0338167870768676
85,23799.78148006,1,0,0,0,0,0,0.0300151540907346
86,23799.806573932,6,0,0,0,0,0,0.0338199065787709
87,23799.831670653,1,0,0,0,0,0,0.0300045824453957
88,23799.856782673,6,0,0,0,0,0,0.0338221595523677
89,23799.881875203,1,0,0,0,0,0,0.0300019828604763
90,23799.906975258,6,0,0,0,0,0,0.0338029226239642
91,23799.932066445,1,0,0,0,0,0,0.0299967836906375
92,23799.957181517,6,0,0,0,0,0,0.0338296116958033
93,23799.982277912,1,0,0,0,0,0,0.0300264189587187
94,23800.007372393,6,0,0,0,0,0,0.0338211197184
95,23800.032486895,1,0,0,0,0,0,0.0300115146718474
