FrameCounter,Timestamp,LedState,Stimulation,Output0,Output1,Input0,Input1,Region0G,Region1G
49,25950.16398714,1,0,0,0,0,0,0.0300427066808518,0.0298979092721188
50,25950.191097247,6,0,0,0,0,0,0.033433349495452,0.0335342301226949
51,25950.218190306,1,0,0,0,0,0,0.0300349633825965,0.0298955478544368
52,25950.24529842,6,0,0,0,0,0,0.0334438582573699,0.0335554828818331
53,25950.272389404,1,0,0,0,0,0,0.0300386506674799,0.0298874140824209
54,25950.299501505,6,0,0,0,0,0,0.0334468080852766,0.0335518095654389
55,25950.32659094,1,0,0,0,0,0,0.0300421535881192,0.0298813793483447
56,25950.353705239,6,0,0,0,0,0,0.0334492048204509,0.0335421015149683
57,25950.38079663,1,0,0,0,0,0,0.03004086303841,0.0298913497785576
58,25950.407905842,6,0,0,0,0,0,0.0334377742373121,0.0335405272365137
59,25950.435017293,1,0,0,0,0,0,0.0300371757535266,0.0298882012216483
60,25950.462108274,6,0,0,0,0,0,0.0334322433099869,0.0335371162998618
61,25950.489201903,1,0,0,0,0,0,0.0300310917334688,0.0299013202087706
62,25950.516308755,6,0,0,0,0,0,0.0334300309390568,0.0335570571602878
63,25950.543420328,1,0,0,0,0,0,0.0300331197401547,0.029894498335467
64,25950.570513915,6,0,0,0,0,0,0.0334268967469059,0.0335565324008029
65,25950.597604612,1,0,0,0,0,0,0.030021689157016,0.0298876764621634
66,25950.62471415,6,0,0,0,0,0,0.0334309527602777,0.0335481362490446
67,25950.651821898,1,0,0,0,0,0,0.0300465783299794,0.0299047311454225
68,25950.67891809,6,0,0,0,0,0,0.0334300309390568,0.0335394777175439
69,25950.706029581,1,0,0,0,0,0,0.0300331197401547,0.0299139144364081
70,25950.733120359,6,0,0,0,0,0,0.0334366680518471,0.0335683394892131
71,25950.760226113,1,0,0,0,0,0,0.0300369913892824,0.02990446876568
72,25950.787322549,6,0,0,0,0,0,0.0334416458864398,0.0335287201481035
73,25950.81443404,1,0,0,0,0,0,0.0300392037602125,0.0298693098801921
74,25950.841538248,6,0,0,0,0,0,0.0334296622105685,0.0335617799956519
75,25950.868635457,1,0,0,0,0,0,0.0300436285020726,0.0298892507406181
76,25950.895744749,6,0,0,0,0,0,0.0334392491512655,0.0335318687050129
77,25950.922836709,1,0,0,0,0,0,0.0300469470584678,0.029889775500103
78,25950.949948892,6,0,0,0,0,0,0.0334326120384753,0.033541314375741
79,25950.977040119,1,0,0,0,0,0,0.0300371757535266,0.0298950230949519
80,25951.004148844,6,0,0,0,0,0,0.0334421989791723,0.0335510224262115
81,25951.031262044,1,0,0,0,0,0,0.0300209517000393,0.0298685227409647
82,25951.058351276,6,0,0,0,0,0,0.0334335338596961,0.0335486610085295
83,25951.085463784,1,0,0,0,0,0,0.0300510030718396,0.0298784931711777
84,25951.11255607,6,0,0,0,0,0,0.0334268967469059,0.0335473491098173
85,25951.139666706,1,0,0,0,0,0,0.0300248233491669,0.0298866269431936
86,25951.16675773,6,0,0,0,0,0,0.0334366680518471,0.0335633542741066
87,25951.193866534,1,0,0,0,0,0,0.0300349633825965,0.0298937111962397
88,25951.220976072,6,0,0,0,0,0,0.0334372211445796,0.0335350172619223
89,25951.248069904,1,0,0,0,0,0,0.0300406786741659,0.029899745930316
90,25951.275180703,6,0,0,0,0,0,0.0334200752698714,0.0335316063252704
91,25951.3022701,1,0,0,0,0,0,0.0300412317668984,0.0298882012216483
92,25951.329381184,6,0,0,0,0,0,0.0334307683960335,0.0335462995908475
93,25951.356475136,1,0,0,0,0,0,0.0300357008395732,0.0298926616772699
94,25951.383585488,6,0,0,0,0,0,0.033420628362604,0.033553646223636
95,25951.410697183,1,0,0,0,0,0,0.0300456565087585,0.0298737703358137
96,25951.437806558,6,0,0,0,0,0,0.0334366680518471,0.0335515471856964
97,25951.464899088,1,0,0,0,0,0,0.0300325666474222,0.0298931864367548
98,25951.492008137,6,0,0,0,0,0,0.0334316902172544,0.0335476114895597
99,25951.519099038,1,0,0,0,0,0,0.0300233484352135,0.0298777060319504
100,25951.54621179,6,0,0,0,0,0,0.0334230250977782,0.0335497105274993
101,25951.573303018,1,0,0,0,0,0,0.0300380975747474,0.0298937111962397
102,25951.600414265,6,0,0,0,0,0,0.0334303996675452,0.0335363291606345
103,25951.627504231,1,0,0,0,0,0,0.0300513718003279,0.0298879388419058
104,25951.65463212,6,0,0,0,0,0,0.0334263436541734,0.0335302944265582
105,25951.681705809,1,0,0,0,0,0,0.030035516475329,0.0298884636013907
106,25951.708816201,6,0,0,0,0,0,0.0334195221771389,0.03353370536321
107,25951.735908853,1,0,0,0,0,0,0.0300532154427697,0.0298884636013907
108,25951.763020629,6,0,0,0,0,0,0.0334246843759758,0.033563616653849
109,25951.790131184,1,0,0,0,0,0,0.0300489750651537,0.0298837407660267
110,25951.817256347,6,0,0,0,0,0,0.0334211814553365,0.0335253092114517
111,25951.844332152,1,0,0,0,0,0,0.0300156051369582,0.0298779684116928
112,25951.871442503,6,0,0,0,0,0,0.0334197065413831,0.0335439381731655
113,25951.898534789,1,0,0,0,0,0,0.0300369913892824,0.0299015825885131
114,25951.925644937,6,0,0,0,0,0,0.0334268967469059,0.0335476114895597
115,25951.952737953,1,0,0,0,0,0,0.0300288793625387,0.0298989587910886
116,25951.979848793,6,0,0,0,0,0,0.0334195221771389,0.0335407896162561
117,25952.006956745,1,0,0,0,0,0,0.0300427066808518,0.0298808545888598
118,25952.034051024,6,0,0,0,0,0,0.0334189690844064,0.0335365915403769
119,25952.061158568,1,0,0,0,0,0,0.0300563496349206,0.0298958102341793
120,25952.088251749,6,0,0,0,0,0,0.0334138068855695,0.0335318687050129
121,25952.115362384,1,0,0,0,0,0,0.0300406786741659,0.0299000083100584
122,25952.142474689,6,0,0,0,0,0,0.0334267123826617,0.0335300320468158
123,25952.169566201,1,0,0,0,0,0,0.0300489750651537,0.0299026321074829
124,25952.196675943,6,0,0,0,0,0,0.0334193378128948,0.0335481362490446
125,25952.223768676,1,0,0,0,0,0,0.0300360695680615,0.0298900378798454
126,25952.250879679,6,0,0,0,0,0,0.0334315058530102,0.0335350172619223
127,25952.277970335,1,0,0,0,0,0,0.0300275888128295,0.0298829536267993
128,25952.305079303,6,0,0,0,0,0,0.0334213658195807,0.0335481362490446
129,25952.332172281,1,0,0,0,0,0,0.030036622660794,0.0298753446142684
130,25952.359280435,6,0,0,0,0,0,0.0334243156474874,0.0335394777175439
131,25952.386393025,1,0,0,0,0,0,0.0300441815948052,0.0298824288673144
132,25952.413485471,6,0,0,0,0,0,0.0334184159916739,0.033523734932997
133,25952.440596271,1,0,0,0,0,0,0.0300414161311425,0.0298737703358137
134,25952.46768583,6,0,0,0,0,0,0.0334307683960335,0.0335148140217538
135,25952.494798217,1,0,0,0,0,0,0.0300430754093401,0.0298774436522079
136,25952.521909463,6,0,0,0,0,0,0.0334224720050457,0.0335423638947108
137,25952.549001708,1,0,0,0,0,0,0.0300423379523634,0.0298984340316037
138,25952.576109942,6,0,0,0,0,0,0.0334239469189991,0.0335494481477569
139,25952.603202798,1,0,0,0,0,0,0.0300353321110848,0.0299115530187261
140,25952.630313719,6,0,0,0,0,0,0.0334233938262666,0.0335352796416647
141,25952.657405883,1,0,0,0,0,0,0.0300445503232935,0.0298905626393303
142,25952.684513997,6,0,0,0,0,0,0.0334136225213254,0.0335342301226949
143,25952.711608274,1,0,0,0,0,0,0.0300342259256198,0.029886889322936
144,25952.738716836,6,0,0,0,0,0,0.0334268967469059,0.0335363291606345
145,25952.765828489,1,0,0,0,0,0,0.0300447346875377,0.0298876764621634
146,25952.792917276,6,0,0,0,0,0,0.0334254218329525,0.03353370536321
147,25952.820031493,1,0,0,0,0,0,0.0300526623500371,0.0298850526647389
148,25952.847123736,6,0,0,0,0,0,0.0334309527602777,0.0335347548821798
149,25952.874232582,1,0,0,0,0,0,0.0300513718003279,0.0298942359557246
150,25952.901344114,6,0,0,0,0,0,0.0334285560251034,0.0335465619705899
151,25952.928435708,1,0,0,0,0,0,0.0300325666474222,0.0298916121583001
152,25952.955545612,6,0,0,0,0,0,0.0334350087736495,0.0335300320468158
153,25952.982638224,1,0,0,0,0,0,0.0300371757535266,0.029906830183362
154,25953.00974894,6,0,0,0,0,0,0.0334283716608593,0.0335276706291337
155,25953.036840737,1,0,0,0,0,0,0.0300425223166076,0.0298942359557246
156,25953.063950478,6,0,0,0,0,0,0.0334300309390568,0.0335310815657856
157,25953.091042764,1,0,0,0,0,0,0.0300469470584678,0.0298889883608756
158,25953.118153116,6,0,0,0,0,0,0.0334285560251034,0.0335373786796043
159,25953.145262613,1,0,0,0,0,0,0.0300403099456775,0.0298926616772699
160,25953.172354571,6,0,0,0,0,0,0.0334156505280113,0.0335439381731655
161,25953.199445311,1,0,0,0,0,0,0.0300508187075954,0.0298910873988152
162,25953.226555093,6,0,0,0,0,0,0.0334243156474874,0.0334995959966919
163,25953.253649535,1,0,0,0,0,0,0.0300345946541081,0.0298934488164972
164,25953.280779459,6,0,0,0,0,0,0.0334221032765574,0.0335418391352259
165,25953.307871742,1,0,0,0,0,0,0.0300375444820149,0.0298861021837087
166,25953.334979042,6,0,0,0,0,0,0.0334243156474874,0.0335281953886186
167,25953.362070799,1,0,0,0,0,0,0.0300403099456775,0.0298750822345259
168,25953.389183796,6,0,0,0,0,0,0.033421734548069,0.0335609928564245
169,25953.416274332,1,0,0,0,0,0,0.0300401255814333,0.0298923992975274
170,25953.44338387,6,0,0,0,0,0,0.0334353775021379,0.0335457748313626
171,25953.470477333,1,0,0,0,0,0,0.0300369913892824,0.0299018449682555
172,25953.497585488,6,0,0,0,0,0,0.0334278185681267,0.0335525967046662
173,25953.524679768,1,0,0,0,0,0,0.03006206492649,0.0298950230949519
174,25953.551787678,6,0,0,0,0,0,0.033421734548069,0.0335127149838142
175,25953.578880737,1,0,0,0,0,0,0.0300438128663168,0.0299136520566657
176,25953.60598954,6,0,0,0,0,0,0.0334064323158026,0.0335473491098173
177,25953.633083494,1,0,0,0,0,0,0.0300318291904455,0.0298816417280871
178,25953.660195148,6,0,0,0,0,0,0.0334257905614408,0.033536066780892
179,25953.687305622,1,0,0,0,0,0,0.0300428910450959,0.0298829536267993
180,25953.714414306,6,0,0,0,0,0,0.0334150974352788,0.0335200616166028
181,25953.741507853,1,0,0,0,0,0,0.0300412317668984,0.0298861021837087
182,25953.768613401,6,0,0,0,0,0,0.033409013415221,0.0335245220722244
183,25953.795728676,1,0,0,0,0,0,0.030036622660794,0.0298900378798454
184,25953.822837889,6,0,0,0,0,0,0.0334283716608593,0.0335211111355726
185,25953.849930012,1,0,0,0,0,0,0.0300262982631203,0.0298913497785576
186,25953.877042317,6,0,0,0,0,0,0.0334346400451612,0.0335297696670733
187,25953.904152302,1,0,0,0,0,0,0.0300349633825965,0.0299007954492857
188,25953.931245115,6,0,0,0,0,0,0.0334361149591146,0.0335452500718777
189,25953.95835624,1,0,0,0,0,0,0.0300301699122479,0.0298861021837087
190,25953.98546533,6,0,0,0,0,0,0.0334068010442909,0.0335163883002085
191,25954.012553628,1,0,0,0,0,0,0.0300458408730027,0.0298834783862842
192,25954.039664468,6,0,0,0,0,0,0.033413253792837,0.0335253092114517
193,25954.06677657,1,0,0,0,0,0,0.0300475001512003,0.0298871517026785
194,25954.093867714,6,0,0,0,0,0,0.0334114101503953,0.0335455124516202
195,25954.12098006,1,0,0,0,0,0,0.03004086303841,0.0298963349936641
196,25954.148072671,6,0,0,0,0,0,0.0334261592899292,0.0335392153378014
197,25954.175183714,1,0,0,0,0,0,0.0300395724887008,0.029886889322936
198,25954.202272379,6,0,0,0,0,0,0.033421734548069,0.033548923388272
199,25954.22938566,1,0,0,0,0,0,0.0300192924218417,0.0298971221328915
200,25954.256474322,6,0,0,0,0,0,0.033431321488766,0.0335533838438936
201,25954.2835874,1,0,0,0,0,0,0.030031276097713,0.0298808545888598
202,25954.310679645,6,0,0,0,0,0,0.0334062479515584,0.0335268834899064
203,25954.337789794,1,0,0,0,0,0,0.0300296168195154,0.0298742950952986
204,25954.364881388,6,0,0,0,0,0,0.0334200752698714,0.0335316063252704
205,25954.392007568,1,0,0,0,0,0,0.0300393881244566,0.0299160134743477
206,25954.419104246,6,0,0,0,0,0,0.0334187847201622,0.0335350172619223
207,25954.446194172,1,0,0,0,0,0,0.0300430754093401,0.0298905626393303
208,25954.473304361,6,0,0,0,0,0,0.0334283716608593,0.033551284805954
209,25954.500397012,1,0,0,0,0,0,0.0300299855480038,0.0298716712978741
210,25954.527504964,6,0,0,0,0,0,0.0334165723492321,0.0335392153378014
211,25954.55459623,1,0,0,0,0,0,0.030039756852945,0.0299026321074829
212,25954.581708372,6,0,0,0,0,0,0.033425974925685,0.0335323934644978
213,25954.608818521,1,0,0,0,0,0,0.0300498968863745,0.0298926616772699
214,25954.635910847,6,0,0,0,0,0,0.0333944486399313,0.0335457748313626
215,25954.663022745,1,0,0,0,0,0,0.0300386506674799,0.0298913497785576
216,25954.690126749,6,0,0,0,0,0,0.0334423833434165,0.0335158635407236
217,25954.717224811,1,0,0,0,0,0,0.0300412317668984,0.0298903002595879
218,25954.744335447,6,0,0,0,0,0,0.0334243156474874,0.0335226854140272
219,25954.771421263,1,0,0,0,0,0,0.0300275888128295,0.0298674732219949
220,25954.798535969,6,0,0,0,0,0,0.0334176785346972,0.0335171754394359
221,25954.825629719,1,0,0,0,0,0,0.0300321979189339,0.0298965973734066
222,25954.852740354,6,0,0,0,0,0,0.033421734548069,0.0335552205020907
223,25954.879831704,1,0,0,0,0,0,0.0300342259256198,0.0299036816264527
224,25954.906942259,6,0,0,0,0,0,0.0334215501838248,0.0335381658188316
225,25954.934052936,1,0,0,0,0,0,0.0300349633825965,0.0298971221328915
226,25954.961145059,6,0,0,0,0,0,0.0334127007001045,0.0335326558442402
227,25954.988254272,1,0,0,0,0,0,0.0300375444820149,0.0298761317534957
228,25955.015343707,6,0,0,0,0,0,0.0334093821437094,0.0335494481477569
229,25955.042457152,1,0,0,0,0,0,0.0300364382965499,0.029892136917785
230,25955.069548298,6,0,0,0,0,0,0.0334149130710346,0.0335030069333437
231,25955.096658446,1,0,0,0,0,0,0.0300428910450959,0.0298727208168439
232,25955.123769205,6,0,0,0,0,0,0.0334108570576628,0.0335473491098173
233,25955.150861611,1,0,0,0,0,0,0.0300421535881192,0.0298981716518613
234,25955.17797184,6,0,0,0,0,0,0.033431321488766,0.0335358044011496
235,25955.205083494,1,0,0,0,0,0,0.0300447346875377,0.0299160134743477
236,25955.23217578,6,0,0,0,0,0,0.0333964766466172,0.0335334429834676
237,25955.259283406,1,0,0,0,0,0,0.0300362539323057,0.029906830183362
238,25955.286376464,6,0,0,0,0,0,0.0333977671963264,0.0335260963506791
239,25955.313486,1,0,0,0,0,0,0.0300329353759106,0.0298700970194194
240,25955.340579751,6,0,0,0,0,0,0.0334101196006861,0.0335502352869842
241,25955.367689777,1,0,0,0,0,0,0.0300321979189339,0.0298834783862842
242,25955.394781656,6,0,0,0,0,0,0.0334110414219069,0.0335150764014963
243,25955.421893188,1,0,0,0,0,0,0.0300242702564344,0.0298840031457691
244,25955.448983803,6,0,0,0,0,0,0.033420628362604,0.0335386905783165
245,25955.476094887,1,0,0,0,0,0,0.0300526623500371,0.029874557475041
246,25955.503186034,6,0,0,0,0,0,0.0334069854085351,0.0335205863760877
247,25955.530296304,1,0,0,0,0,0,0.0300340415613756,0.0299086668415592
248,25955.557405272,6,0,0,0,0,0,0.0334167567134763,0.033536066780892
249,25955.584497149,1,0,0,0,0,0,0.0300403099456775,0.0299110282592412
250,25955.611609658,6,0,0,0,0,0,0.0334007170242332,0.0335520719451813
251,25955.638697345,1,0,0,0,0,0,0.0300458408730027,0.0298984340316037
252,25955.665811847,6,0,0,0,0,0,0.0334193378128948,0.0335234725532546
253,25955.692917357,1,0,0,0,0,0,0.0300318291904455,0.0298971221328915
254,25955.720013753,6,0,0,0,0,0,0.0334152817995229,0.0335279330088762
255,25955.747122922,1,0,0,0,0,0,0.0300333041043989,0.0298813793483447
256,25955.774216307,6,0,0,0,0,0,0.0334268967469059,0.0335462995908475
257,25955.801307779,1,0,0,0,0,0,0.0300500812506187,0.0298800674496324
258,25955.828418374,6,0,0,0,0,0,0.0334117788788836,0.0335216358950575
259,25955.855510864,1,0,0,0,0,0,0.0300563496349206,0.0298777060319504
260,25955.882619016,6,0,0,0,0,0,0.0334104883291744,0.0335376410593467
261,25955.90973124,1,0,0,0,0,0,0.0300570870918973,0.0298819041078296
262,25955.936841958,6,0,0,0,0,0,0.0334139912498137,0.0335200616166028
263,25955.963933063,1,0,0,0,0,0,0.0300475001512003,0.0298706217789043
264,25955.991044473,6,0,0,0,0,0,0.0334143599783021,0.0335232101735121
265,25956.01813273,1,0,0,0,0,0,0.0300305386407363,0.0298735079560712
266,25956.045247556,6,0,0,0,0,0,0.033429109117836,0.0335431510339381
267,25956.07233622,1,0,0,0,0,0,0.0300286949982946,0.0298876764621634
268,25956.099447101,6,0,0,0,0,0,0.0334053261303375,0.0335402648567712
269,25956.126539997,1,0,0,0,0,0,0.030010074209633,0.0298850526647389
270,25956.153649495,6,0,0,0,0,0,0.0334272654753942,0.033531343945528
271,25956.180755899,1,0,0,0,0,0,0.0300237171637019,0.0298947607152095
272,25956.207853391,6,0,0,0,0,0,0.0334101196006861,0.0335153387812387
273,25956.234940143,1,0,0,0,0,0,0.0300386506674799,0.0298842655255116
274,25956.262054768,6,0,0,0,0,0,0.0334130694285928,0.0335392153378014
275,25956.28914571,1,0,0,0,0,0,0.0300203986073067,0.029886889322936
276,25956.316256632,6,0,0,0,0,0,0.0334114101503953,0.0335326558442402
277,25956.3433468,1,0,0,0,0,0,0.0300382819389916,0.0298837407660267
278,25956.37046004,6,0,0,0,0,0,0.0334066166800468,0.0335135021230416
279,25956.397568887,1,0,0,0,0,0,0.0300321979189339,0.0298863645634512
280,25956.424662963,6,0,0,0,0,0,0.0334086446867327,0.0335287201481035
281,25956.451773192,1,0,0,0,0,0,0.030032382283178,0.0298858398039663
282,25956.478880167,6,0,0,0,0,0,0.0334176785346972,0.0335379034390892
283,25956.505974933,1,0,0,0,0,0,0.0300298011837596,0.0298863645634512
284,25956.533067178,6,0,0,0,0,0,0.0334241312832433,0.0335263587304215
285,25956.560177774,1,0,0,0,0,0,0.0300277731770737,0.029872196057359
286,25956.587267374,6,0,0,0,0,0,0.03340366685214,0.0335124526040718
287,25956.614377685,1,0,0,0,0,0,0.0300460252372469,0.029882166487572
288,25956.641469114,6,0,0,0,0,0,0.0334204439983598,0.0335043188320559
289,25956.66858207,1,0,0,0,0,0,0.0300537685355022,0.029862225627146
290,25956.695691242,6,0,0,0,0,0,0.0334169410777205,0.0335253092114517
291,25956.722784057,1,0,0,0,0,0,0.0300452877802702,0.029872196057359
292,25956.749894734,6,0,0,0,0,0,0.0334361149591146,0.0335245220722244
293,25956.776986285,1,0,0,0,0,0,0.0300436285020726,0.0298724584371014
294,25956.804096881,6,0,0,0,0,0,0.0334093821437094,0.0335127149838142
295,25956.831189167,1,0,0,0,0,0,0.0300288793625387,0.0298666860827676
296,25956.858299193,6,0,0,0,0,0,0.0334103039649302,0.0335386905783165
297,25956.885387857,1,0,0,0,0,0,0.0300187393291092,0.0298805922091173
298,25956.912501261,6,0,0,0,0,0,0.0334254218329525,0.0335376410593467
299,25956.939593463,1,0,0,0,0,0,0.0300262982631203,0.0298708841586468
300,25956.966704018,6,0,0,0,0,0,0.033404773037605,0.0335552205020907
301,25956.993794921,1,0,0,0,0,0,0.0300299855480038,0.0298800674496324
302,25957.020903726,6,0,0,0,0,0,0.0334032981236516,0.033519012097633
303,25957.047995969,1,0,0,0,0,0,0.0300307230049805,0.0298716712978741
304,25957.075106728,6,0,0,0,0,0,0.0334366680518471,0.0335119278445869
305,25957.102216917,1,0,0,0,0,0,0.0300491594293978,0.0299034192467102
306,25957.12931079,6,0,0,0,0,0,0.0334149130710346,0.0335253092114517
307,25957.156422037,1,0,0,0,0,0,0.0300226109782368,0.0298695722599345
308,25957.183511677,6,0,0,0,0,0,0.0334176785346972,0.0335234725532546
309,25957.210622922,1,0,0,0,0,0,0.0300180018721325,0.0298889883608756
310,25957.237714679,6,0,0,0,0,0,0.0334265280184175,0.033551284805954
311,25957.264825519,1,0,0,0,0,0,0.0300298011837596,0.0298766565129806
312,25957.291935505,6,0,0,0,0,0,0.033404773037605,0.0335418391352259
313,25957.31902303,1,0,0,0,0,0,0.0300325666474222,0.0298850526647389
314,25957.346138264,6,0,0,0,0,0,0.0334195221771389,0.0335418391352259
315,25957.37322831,1,0,0,0,0,0,0.0300222422497485,0.0298737703358137
316,25957.400341266,6,0,0,0,0,0,0.0334025606666749,0.0335127149838142
317,25957.427433918,1,0,0,0,0,0,0.0300360695680615,0.0298706217789043
318,25957.45454191,6,0,0,0,0,0,0.0334014544812099,0.0335271458696488
319,25957.481651773,1,0,0,0,0,0,0.0300421535881192,0.0298756069940108
320,25957.508743772,6,0,0,0,0,0,0.0334123319716161,0.0335308191860431
321,25957.535855792,1,0,0,0,0,0,0.0300353321110848,0.0298929240570123
322,25957.562947671,6,0,0,0,0,0,0.0334193378128948,0.0335379034390892
323,25957.590056029,1,0,0,0,0,0,0.0300419692238751,0.0298750822345259
324,25957.617149617,6,0,0,0,0,0,0.0334200752698714,0.033496709819525
325,25957.644261555,1,0,0,0,0,0,0.0300301699122479,0.0298693098801921
326,25957.671370969,6,0,0,0,0,0,0.0334222876408015,0.0335386905783165
327,25957.698463336,1,0,0,0,0,0,0.0300454721445144,0.0298989587910886
328,25957.725573403,6,0,0,0,0,0,0.0334003482957448,0.0335158635407236
329,25957.752663126,1,0,0,0,0,0,0.0300292480910271,0.0298771812724655
330,25957.779774901,6,0,0,0,0,0,0.0334103039649302,0.0335339677429525
331,25957.806881835,1,0,0,0,0,0,0.0300303542764921,0.0298923992975274
332,25957.833977293,6,0,0,0,0,0,0.0334097508721977,0.0335245220722244
333,25957.861089354,1,0,0,0,0,0,0.0300333041043989,0.0298777060319504
334,25957.888179727,6,0,0,0,0,0,0.0333970297393497,0.0335127149838142
335,25957.91529134,1,0,0,0,0,0,0.0300358852038173,0.0298766565129806
336,25957.942382405,6,0,0,0,0,0,0.0333977671963264,0.0335287201481035
337,25957.969508137,1,0,0,0,0,0,0.0300428910450959,0.0298714089181317
338,25957.996583372,6,0,0,0,0,0,0.0334077228655118,0.0335043188320559
339,25958.023693236,1,0,0,0,0,0,0.030028141905562,0.0298892507406181
340,25958.05080668,6,0,0,0,0,0,0.0333996108387682,0.0335095664269049
341,25958.077897704,1,0,0,0,0,0,0.0300463939657352,0.0298687851207072
342,25958.105008707,6,0,0,0,0,0,0.0334003482957448,0.0335098288066473
343,25958.13209802,1,0,0,0,0,0,0.0300421535881192,0.0298910873988152
344,25958.159210854,6,0,0,0,0,0,0.0334053261303375,0.0335368539201194
345,25958.186301716,1,0,0,0,0,0,0.0300469470584678,0.0298916121583001
346,25958.213413085,6,0,0,0,0,0,0.0334097508721977,0.0335281953886186
347,25958.240519124,1,0,0,0,0,0,0.0300368070250382,0.0298916121583001
348,25958.2676274,6,0,0,0,0,0,0.0334012701169657,0.0335507600464691
349,25958.294726031,1,0,0,0,0,0,0.0300344102898639,0.0298939735759821
350,25958.321814736,6,0,0,0,0,0,0.0333944486399313,0.033531343945528
351,25958.348927774,1,0,0,0,0,0,0.0300384663032358,0.0298658989435403
352,25958.376016967,6,0,0,0,0,0,0.0334184159916739,0.0335300320468158
353,25958.403130167,1,0,0,0,0,0,0.0300362539323057,0.0298724584371014
354,25958.430256795,6,0,0,0,0,0,0.033413253792837,0.0334951355410703
355,25958.457331907,1,0,0,0,0,0,0.0300181862363767,0.0298842655255116
356,25958.484442992,6,0,0,0,0,0,0.0334040355806283,0.0334951355410703
357,25958.51153487,1,0,0,0,0,0,0.0300513718003279,0.0298926616772699
