FrameCounter,Timestamp,LedState,Stimulation,Output0,Output1,Input0,Input1,Region0G
0,10235.743173827,6,0,0,0,0,0,0.0300085684756054
1,10235.768265055,1,0,0,0,0,0,0.0326903002784602
2,10235.793360838,6,0,0,0,0,0,0.0299836124603792
3,10235.818455605,1,0,0,0,0,0,0.0326206314026203
4,10235.843571125,6,0,0,0,0,0,0.0299588297508142
5,10235.868665892,1,0,0,0,0,0,0.0325771316816356
6,10235.893760253,6,0,0,0,0,0,0.029920875810991
7,10235.918855914,1,0,0,0,0,0,0.0325729723457646
8,10235.943969806,6,0,0,0,0,0,0.0299052783014745
9,10235.969063678,1,0,0,0,0,0,0.032553735417361
10,10235.994157022,6,0,0,0,0,0,0.0299156766411521
11,10236.019253539,1,0,0,0,0,0,0.0325275662625057
12,10236.044383056,6,0,0,0,0,0,0.0299070113580875
13,10236.06946,1,0,0,0,0,0,0.0325083293341021
14,10236.094576333,6,0,0,0,0,0,0.0298914138485711
15,10236.119670979,1,0,0,0,0,0,0.0325145683379087
16,10236.144765868,6,0,0,0,0,0,0.0298688841126029
17,10236.169878906,1,0,0,0,0,0,0.0325097157793925
18,10236.194974689,6,0,0,0,0,0,0.0298539798257317
19,10236.220068561,1,0,0,0,0,0,0.032489958934005
20,10236.245163777,6,0,0,0,0,0,0.02985242007478
21,10236.270274698,1,0,0,0,0,0,0.0324949847981825
22,10236.295369789,6,0,0,0,0,0,0.0298714836975223
23,10236.320463377,1,0,0,0,0,0,0.0325133551982796
24,10236.345559691,6,0,0,0,0,0,0.0298577925502801
25,10236.37067517,1,0,0,0,0,0,0.0324939449642148
26,10236.395769815,6,0,0,0,0,0,0.029860045523877
27,10236.42088448,1,0,0,0,0,0,0.0324904788509889
28,10236.445977985,6,0,0,0,0,0,0.0298579658559414
29,10236.471073322,1,0,0,0,0,0,0.0324948114925212
30,10236.496165811,6,0,0,0,0,0,0.0298506870181671
31,10236.521281575,1,0,0,0,0,0,0.0324909987679728
32,10236.546374835,6,0,0,0,0,0,0.0298733900597965
33,10236.571506062,1,0,0,0,0,0,0.0324955047151664
34,10236.596585081,6,0,0,0,0,0,0.0298576192446188
35,10236.621679279,1,0,0,0,0,0,0.0324903055453276
36,10236.64679252,6,0,0,0,0,0,0.0298853481504258
37,10236.671889119,1,0,0,0,0,0,0.0324986242170697
38,10236.697003133,6,0,0,0,0,0,0.0298442747086992
39,10236.722096637,1,0,0,0,0,0,0.0324896123226824
40,10236.747211668,6,0,0,0,0,0,0.0298378623992314
41,10236.772305541,1,0,0,0,0,0,0.0324875326547469
42,10236.797418659,6,0,0,0,0,0,0.0298421950407637
43,10236.822514241,1,0,0,0,0,0,0.0324920386019405
44,10236.847628539,6,0,0,0,0,0,0.0298415018181186
45,10236.872722085,1,0,0,0,0,0,0.03246517622444
46,10236.897817422,6,0,0,0,0,0,0.0298361293426185
47,10236.922912149,1,0,0,0,0,0,0.0324915186849566
48,10236.948025837,6,0,0,0,0,0,0.0298368225652636
49,10236.973120603,1,0,0,0,0,0,0.0324767877037467
50,10236.998232257,6,0,0,0,0,0,0.0298532866030865
51,10237.023329954,1,0,0,0,0,0,0.032474014813166
52,10237.048423542,6,0,0,0,0,0,0.0298428882634089
53,10237.073518391,1,0,0,0,0,0,0.0324977576887632
54,10237.098631184,6,0,0,0,0,0,0.0298262509199247
55,10237.123726194,1,0,0,0,0,0,0.0324793872886661
56,10237.148822834,6,0,0,0,0,0,0.0298333564520378
57,10237.173936278,1,0,0,0,0,0,0.0324773076207306
58,10237.199031046,6,0,0,0,0,0,0.0298331831463765
59,10237.224144001,1,0,0,0,0,0,0.0324993174397148
60,10237.249239459,6,0,0,0,0,0,0.0298428882634089
61,10237.274351113,1,0,0,0,0,0,0.0324780008433758
62,10237.299447671,6,0,0,0,0,0,0.0298236513350053
63,10237.324559894,1,0,0,0,0,0,0.0324814669566016
64,10237.349656737,6,0,0,0,0,0,0.0298451412370057
65,10237.37474894,1,0,0,0,0,0,0.0324714152282466
66,10237.399845335,6,0,0,0,0,0,0.0298181055538439
67,10237.424958942,1,0,0,0,0,0,0.03247990720565
68,10237.450054076,6,0,0,0,0,0,0.0298269441425699
69,10237.475149983,1,0,0,0,0,0,0.0324842398471823
70,10237.500263183,6,0,0,0,0,0,0.0298395954558443
71,10237.525356199,1,0,0,0,0,0,0.0324754012584564
72,10237.550452391,6,0,0,0,0,0,0.0298316233954248
73,10237.575545734,1,0,0,0,0,0,0.0324702020886175
74,10237.600639526,6,0,0,0,0,0,0.0298347428973281
75,10237.625735919,1,0,0,0,0,0,0.0324695088659724
76,10237.650849241,6,0,0,0,0,0,0.0298356094256346
