382,6
1.2643926947781572,2.171382191539823
1.2068147142375742,2.113742989967699
1.1421260194131297,2.028119259740314
1.125255993796347,1.9821432086484325
1.0480547447267532,1.9454279400415004
1.0480556602430546,1.8829529848910493
1.025883956339032,1.784730279549485
0.9631816704829389,1.7491557510595308
0.9059193014361707,1.6790344564768735
0.8170084901487035,1.6149070009177438
0.7817238971865332,1.565938606272356
0.7106393522315211,1.5180779244732872
0.6624883844698554,1.4731900253703276
0.6266221648232285,1.4071312557910047
0.579467803222144,1.352083939565281
0.5473421394682576,1.2980507822127658
0.5252618157000711,1.244028692185707
0.503349625680986,1.2022999819834141
0.48509682554351546,1.14701802616772
0.4356820622134266,1.126670361832632
0.3840349884084766,1.122596714982881
0.34210190668815404,1.0493980968622272
0.3303391809865686,1.0075402975014671
0.24974659345016273,0.9248062717118757
0.1808157663154288,0.8398808966940597
0.23295580746790204,0.7980844116379959
0.29032010960668053,0.6745710687026099
0.34520463409932917,0.605140229349337
0.38457581191529994,0.5299429292349618
0.40746519072020404,0.45747010526853754
0.478509254991724,0.40554578168845634
0.49469641009854787,0.30527676031911055
0.49538273937963706,0.25755459986200335
0.4559211501679612,0.2264835599769459
0.47029076051720264,0.24697455603895613
0.5205826566261075,0.23512354686908885
0.5091050946767552,0.20233253467495574
0.5847432182393243,0.23387380638890176
0.6187454444908969,0.25310758073157974
0.6790506926180762,0.2611358503664895
0.6914126824179075,0.23408012843433226
0.701098073439977,0.22346024759980615
0.6300137757882122,0.1642572208343498
0.6287361017685174,0.1118866273701938
0.5596238321309496,0.01906270446414306
0.5223188879125196,-0.05047994033266541
0.4605146181315681,-0.1436975269735175
0.48526784086598246,-0.2278363655272978
0.5969515174801221,-0.30291764832699475
0.5764603792173096,-0.3904552828387635
0.5621265176464496,-0.49236378914081597
0.43626419806599886,-0.5727802787515148
0.456050243017165,-0.6393591043713814
0.496699692182778,-0.7045207541542831
0.5183753145849359,-0.7152038904812735
0.5081080739475784,-0.763748686801786
0.5580266081281393,-0.7805177411472547
0.5489212546579695,-0.833583109246047
0.5391307114118217,-0.8426522120804497
0.4217790280153482,-0.9251691038136699
0.36705454595247694,-0.942819107330427
0.3556045948338025,-0.9839700525041881
0.29222913120627786,-0.9984510229075242
0.2308661438580991,-1.0282500116632545
0.16472074433531328,-1.0507716240751617
0.0771271367827517,-1.0599500104109805
0.10626687172860658,-1.0461645509208921
0.061124711705335164,-1.0678832772293256
0.08633288287620852,-1.0630747625364134
0.07628218692774186,-1.046928551828444
0.039319668923907605,-1.0572652518672758
0.014194763391248153,-1.0874106809792283
0.023740000277366256,-1.0503689674036836
-0.0524224645408777,-1.038783961859391
-0.17123992078944847,-1.0205561142151343
-0.1673331217205554,-1.0098155076697337
-0.295666320652887,-1.011288087877735
-0.3444897970644436,-0.9918913658429388
-0.4547450381243004,-0.993775412490338
-0.5106409861212505,-1.0007960451850435
-0.6319503443374791,-0.9379956960867776
-0.7078176795106014,-0.9038653574961493
-0.7734393479434087,-0.8965566737061846
-0.8707584596882343,-0.8758492001542733
-1.0905146201358533,-0.8430457927341489
-1.259525351922098,-0.7844976398314042
-1.3900963288024497,-0.7628503362916079
-1.4928989565853297,-0.7104549647625558
-1.6229489911645172,-0.6683880268748391
-1.8158994022647685,-0.6647784035135753
-1.9221163987508163,-0.6256429045147397
-1.993428812905599,-0.5845199318533091
-2.089480866736734,-0.5734147211288272
-2.1522715619279347,-0.5904330368852728
-2.270317922555236,-0.6065216170367685
-2.3727218573954425,-0.6377000165816012
-2.593045605750018,-0.7033853630754603
-2.741353188409056,-0.7452276643944961
-2.8800322834432666,-0.7918440304781178
