Zscore,SEM,Time
0.4683288762216182,0.3596527176992708,0.95
0.47259085916256777,0.36191087443827996,1.0
0.46062281420050943,0.3615308640169564,1.05
0.4546048744501102,0.3629849584930927,1.1
0.4545900942864546,0.3637672920164995,1.15
0.4462608917783567,0.36500536071867357,1.2
0.4460485159894347,0.3697061794525627,1.25
0.43566600863874155,0.371984036742555,1.3
0.4480103092248631,0.37593185249788164,1.35
0.43715587066054884,0.3798363904877629,1.4
0.4339091912224166,0.3850540646353512,1.45
0.4206597960532827,0.38819313907071085,1.5
0.4139077934052208,0.3907008866075858,1.55
0.4050509368740901,0.3919387349190126,1.6
0.3931679215817628,0.39380488332410446,1.65
0.39404107614966705,0.3988936550555513,1.7
0.3925042924356551,0.4048846035872639,1.75
0.39751162348460684,0.4083672205835684,1.8
0.3970151194646495,0.41149963405113194,1.85
0.4007910284483019,0.4189012659031238,1.9
0.39729768533817317,0.4223478578388221,1.95
0.4035153849106722,0.428925771461672,2.0
0.3980976672546512,0.4295719027796864,2.05
0.39962958416917826,0.43097236153336144,2.1
0.3965422502251573,0.43001836407289146,2.15
0.3951862267676581,0.4306379449839134,2.2
0.39901057478159424,0.43136195862899335,2.25
0.3890393156626472,0.4312746632264757,2.3
0.3740054817093713,0.4326057058281155,2.35
0.3699790215583699,0.4309955002138701,2.4
0.3699394229178097,0.4300675647577525,2.45
0.362497886969924,0.42964413372490795,2.5
0.36515173609772894,0.4306258784084077,2.55
0.3672540546948482,0.43318632303307164,2.6
0.3650641384220172,0.4335675787269641,2.65
0.35031461951246606,0.43707843355366127,2.7
0.3465684431629358,0.4393033226675964,2.75
0.3487271774563454,0.4464074107558435,2.8
0.3409135917550549,0.44354303982539606,2.85
0.34461231130627384,0.4452141286185399,2.9
0.339762660709962,0.4463809106447602,2.95
0.33747942189207053,0.4446923375801819,3.0
0.3488189130136038,0.4485918698737937,3.05
0.3612247422937736,0.44710907229915187,3.1
0.3710770264155655,0.4471372205873617,3.15
