,Time,zF
0,0.0,0.7383766724380794
1,0.05,0.7464137169547727
2,0.1,0.7543109239185398
3,0.15,0.8071427676183837
4,0.2,0.7436870071659146
5,0.25,0.7193604837551625
6,0.3,0.6924140346857974
7,0.35,0.6681466407312636
8,0.4,0.6200629158170167
9,0.45,0.577813575704287
10,0.5,0.587902831250437
11,0.55,0.6080135776791853
12,0.6,0.6055040427028336
13,0.65,0.6179204273169372
14,0.7,0.6140733112325756
15,0.75,0.6349654960218747
16,0.8,0.6626563801279003
17,0.85,0.6608852252954522
18,0.9,0.6614149232656179
19,0.95,0.6670341078633442
20,1.0,0.6483524849000896
21,1.05,0.6483951562650438
22,1.1,0.6295093723959898
23,1.15,0.6105484761430233
24,1.2,0.5963303943569759
25,1.25,0.5841824417561949
26,1.3,0.5681561950075832
27,1.35,0.5611174286709499
28,1.4,0.544539007676131
29,1.45,0.5311648335938461
30,1.5,0.5173250370543343
31,1.55,0.5051916426365977
32,1.6,0.48840795795496456
33,1.65,0.47408724024257737
34,1.7,0.45289240767766775
35,1.75,0.4280784928249167
36,1.8,0.4038998834272063
37,1.85,0.38594749980938725
38,1.9,0.36830013394652633
39,1.95,0.3433332783101208
40,2.0,0.31976764714844236
41,2.05,0.2956029474510557
42,2.1,0.2724947763944439
43,2.15,0.2504528549827047
44,2.2,0.22796351860161249
45,2.25,0.20617573516577264
46,2.3,0.18701629628541686
47,2.35,0.16854842689243354
48,2.4,0.14511780420493195
49,2.45,0.11766735889440254
50,2.5,0.08757243310914434
51,2.55,0.058768611561494065
52,2.6,0.025276320952126882
53,2.65,-0.003133129468699826
54,2.7,-0.036739107139606035
55,2.75,-0.06845878891263558
56,2.8,-0.10174431518706822
57,2.85,-0.1297488081987269
58,2.9,-0.15870907929504585
59,2.95,-0.19388165693106435
60,3.0,-0.2251499852901289
61,3.05,-0.26409479440324773
62,3.1,-0.30301089273232296
63,3.15,-0.32478138740171203
64,3.2,-0.35989376225063074
65,3.25,-0.3913985687832086
66,3.3,-0.4244611822414567
67,3.35,-0.4590198735816598
68,3.4,-0.496066445036333
69,3.45,-0.522546828484236
70,3.5,-0.5430956193976558
71,3.55,-0.5738818570171729
72,3.6,-0.6019006253132028
73,3.65,-0.6191588581088302
74,3.7,-0.6425160402208456
75,3.75,-0.6603777860533685
76,3.8,-0.6841885615980678
77,3.85,-0.709676067118268
78,3.9,-0.735579624480687
79,3.95,-0.7588734150373474
80,4.0,-0.7853800813663834
81,4.05,-0.8044707211441094
82,4.1,-0.8273560157673645
83,4.15,-0.859041318960962
84,4.2,-0.8835648021072564
85,4.25,-0.9055228340193892
86,4.3,-0.9309526039923026
87,4.35,-0.9552727036512698
88,4.4,-0.980807515525508
89,4.45,-0.9990769121404255
90,4.5,-1.0217640882834316
91,4.55,-1.038381943558624
