,Time,zF
0,0.0,0.3029298955274793
1,0.05,0.17041308419282597
2,0.1,0.08966353267523312
3,0.15,-0.09582559610942264
4,0.2,-0.22842083741435124
5,0.25,-0.24852912277084852
6,0.3,-0.3366993456568908
7,0.35,-0.44583734697221755
8,0.4,-0.49912785299676155
9,0.45,-0.5793485902943374
10,0.5,-0.6088138367840674
11,0.55,-0.6695687193672398
12,0.6,-0.6827980386026583
13,0.65,-0.6901626849741294
14,0.7,-0.7429381693856713
15,0.75,-0.7733012320072555
16,0.8,-0.7976779084703592
17,0.85,-0.8011034577432894
18,0.9,-0.8152524967910428
19,0.95,-0.8420096435260856
20,1.0,-0.8861522411277686
21,1.05,-0.916068806658612
22,1.1,-0.9130152866555733
23,1.15,-0.8892087606270878
24,1.2,-0.8929904688403226
25,1.25,-0.8929760331335483
26,1.3,-0.8866317279387351
27,1.35,-0.895610999816885
28,1.4,-0.8929024130934972
29,1.45,-0.9011859761175357
30,1.5,-0.919228804303129
31,1.55,-0.9318693340870543
32,1.6,-0.9563808171453295
33,1.65,-0.976620614150144
34,1.7,-0.9888527123481444
35,1.75,-0.9976700778711584
36,1.8,-1.0036656357411444
37,1.85,-1.0172082648725467
38,1.9,-1.0202883360270263
39,1.95,-1.0389445851482852
40,2.0,-1.0554495055118962
41,2.05,-1.0628044122170268
42,2.1,-1.0687881386184201
43,2.15,-1.0780328493857678
44,2.2,-1.069008323718058
45,2.25,-1.064134563715206
46,2.3,-1.0606849293552867
47,2.35,-1.0427488262170468
48,2.4,-1.0225433297435307
49,2.45,-1.019609812415462
50,2.5,-0.9963419767616118
51,2.55,-0.980840892717828
52,2.6,-0.9464511237794397
53,2.65,-0.9280214192666693
54,2.7,-0.9189410137561637
55,2.75,-0.9022025780931988
56,2.8,-0.9019849336238861
57,2.85,-0.8795733472633259
58,2.9,-0.8492959266609299
59,2.95,-0.8152375040364467
60,3.0,-0.8039972870275668
61,3.05,-0.7787936093675022
62,3.1,-0.7681723638587924
63,3.15,-0.7586231172792642
64,3.2,-0.7403090247040254
65,3.25,-0.7448311283556048
66,3.3,-0.7245207267289873
67,3.35,-0.7170462370474543
68,3.4,-0.7071342831997268
69,3.45,-0.6996503824041549
70,3.5,-0.6789851715821864
71,3.55,-0.6600025102002143
72,3.6,-0.6555906003748465
73,3.65,-0.6462601867491041
74,3.7,-0.6439518152747751
75,3.75,-0.6442061994846678
76,3.8,-0.649735161631074
77,3.85,-0.6342107644819163
78,3.9,-0.6419564334746354
79,3.95,-0.6461503342320335
80,4.0,-0.6451552530908666
81,4.05,-0.6560572010556748
82,4.1,-0.6517417362939953
83,4.15,-0.6434587673931166
84,4.2,-0.6473168736920496
85,4.25,-0.6472190022841091
86,4.3,-0.6396653285870154
87,4.35,-0.6346118450603798
88,4.4,-0.6276165912427868
89,4.45,-0.6220586363677985
90,4.5,-0.6141606310577338
91,4.55,-0.6102869894555616
92,4.6,-0.5964171444213232
93,4.65,-0.5919082831808841
94,4.7,-0.5816606063211527
95,4.75,-0.5768374492220235
96,4.8,-0.5702331585076376
97,4.85,-0.5569624040923925
98,4.9,-0.5311429205183192
99,4.95,-0.5165000184988514
100,5.0,-0.4930019120290666
101,5.05,-0.4744407982219257
102,5.1,-0.4606686919754084
103,5.15,-0.4525725061961888
104,5.2,-0.45642006348196834
105,5.25,-0.45177499400518034
106,5.3,-0.4606947847311832
107,5.35,-0.4789527606073412
108,5.4,-0.48040278073253917
109,5.45,-0.49528769556088564
110,5.5,-0.496529479622211
111,5.55,-0.511565218895028
112,5.6,-0.5294302308495552
113,5.65,-0.5381160081256958
114,5.7,-0.5565477485285855
115,5.75,-0.5625873293049262
116,5.8,-0.5765059239375007
117,5.85,-0.6008734568407615
118,5.9,-0.625343558213965
119,5.95,-0.6411781345064719
120,6.0,-0.6550597005216057
121,6.05,-0.6708673779777591
122,6.1,-0.6893333397487754
123,6.15,-0.7018482428469258
124,6.2,-0.6898745173900256
125,6.25,-0.6934227964494255
126,6.3,-0.6885423663007313
127,6.35,-0.6742219601264113
128,6.4,-0.6674387035544923
129,6.45,-0.6580828877043486
130,6.5,-0.6528074297095401
131,6.55,-0.6406039807251591
132,6.6,-0.6359072003244488
133,6.65,-0.6291056060098255
134,6.7,-0.6112275801159432
135,6.75,-0.6163505943808057
136,6.8,-0.6109325674765728
137,6.85,-0.6034460331069671
138,6.9,-0.5996237476202247
139,6.95,-0.5951499278890932
140,7.0,-0.5982846680100148
141,7.05,-0.5966241825027391
142,7.1,-0.6029804854909943
143,7.15,-0.5938053695291555
144,7.2,-0.5938413149088306
145,7.25,-0.6038722367435113
146,7.3,-0.6036714635580542
147,7.35,-0.593570116747909
148,7.4,-0.6028322796090546
149,7.45,-0.5956793734124515
150,7.5,-0.5939402112934776
151,7.55,-0.6005923593305206
152,7.6,-0.6043828649410367
153,7.65,-0.6101629573644182
154,7.7,-0.6170428281729352
155,7.75,-0.6208226546189157
156,7.8,-0.6270376291873606
157,7.85,-0.6333971467279116
158,7.9,-0.624660105722234
159,7.95,-0.6245026291868064
160,8.0,-0.6234123658350319
161,8.05,-0.6181644099178559
162,8.1,-0.6125697295817171
163,8.15,-0.6063350741742624
164,8.2,-0.6043002652958089
165,8.25,-0.5876433552310705
166,8.3,-0.583251306416355
167,8.35,-0.5856634571215689
168,8.4,-0.5797289629448421
169,8.45,-0.5842899236096987
170,8.5,-0.5898712862469113
171,8.55,-0.5926606878626709
172,8.6,-0.5923469703199806
173,8.65,-0.586976036953892
174,8.7,-0.5958774438555051
175,8.75,-0.5975535511711754
176,8.8,-0.5855194095286912
177,8.85,-0.5871253196489349
178,8.9,-0.5869042055616965
179,8.95,-0.5874378514930475
180,9.0,-0.579285419523584
181,9.05,-0.5526386787559986
182,9.1,-0.5463460334044685
183,9.15,-0.5466874405835802
184,9.2,-0.5644519511290794
185,9.25,-0.5713558666259024
186,9.3,-0.5893519414179825
187,9.35,-0.5903500919216709
188,9.4,-0.5990545341827925
189,9.45,-0.5952989936981851
190,9.5,-0.6013018659114746
191,9.55,-0.6026965230878965
192,9.6,-0.6111622326934839
193,9.65,-0.6349900546371354
194,9.7,-0.6415849368157327
195,9.75,-0.6648260248702154
196,9.8,-0.6752499153711514
197,9.85,-0.6764775673676988
198,9.9,-0.6827925941754879
199,9.95,-0.6771178335285909
200,10.0,-0.6899488265908643
201,10.05,-0.690721244991636
202,10.1,-0.6977637527417012
203,10.15,-0.7036057825075762
204,10.2,-0.699968764515391
205,10.25,-0.7117991131397297
206,10.3,-0.7361816461791795
207,10.35,-0.7360571916741468
208,10.4,-0.7671083733144366
209,10.45,-0.7642049645103265
210,10.5,-0.7789207321137473
211,10.55,-0.7911200597465567
212,10.6,-0.7932172493225389
213,10.65,-0.7948269607662467
214,10.7,-0.7853028879242719
215,10.75,-0.7899383445773976
216,10.8,-0.8043009012817243
217,10.85,-0.8229509052065535
218,10.9,-0.8353662661191996
219,10.95,-0.854917851807834
220,11.0,-0.8624919429338785
221,11.05,-0.8678301137256613
222,11.1,-0.8724598878186967
223,11.15,-0.8753904443219406
224,11.2,-0.8891722432524712
225,11.25,-0.8992413183225031
226,11.3,-0.9159189498941177
227,11.35,-0.9184944831252309
228,11.4,-0.9418514747510734
229,11.45,-0.9532443769999087
230,11.5,-0.9600329290087635
231,11.55,-0.9549103316391079
232,11.6,-0.9439256083953216
233,11.65,-0.9414896239870195
234,11.7,-0.9350420850768517
235,11.75,-0.9520579109643172
236,11.8,-0.9635963085086593
237,11.85,-0.964391134532292
238,11.9,-0.9714637467871163
239,11.95,-0.9808359761995866
240,12.0,-1.005533387861166
241,12.05,-1.0063266229322854
242,12.1,-1.015119748017384
243,12.15,-0.9864354395802171
244,12.2,-0.9749145748671252
245,12.25,-0.9675935760322097
246,12.3,-0.9623196406234013
247,12.35,-0.9510868281350038
248,12.4,-0.9634806722386923
249,12.45,-0.9632782953331
250,12.5,-0.9643347335117652
251,12.55,-0.9613113858262852
252,12.6,-0.9531240013789374
253,12.65,-0.9323061983934291
254,12.7,-0.9021850068863853
255,12.75,-0.8743335287357741
256,12.8,-0.8489611472825781
257,12.85,-0.822590524956333
258,12.9,-0.7908688676013984
259,12.95,-0.7572833579019351
260,13.0,-0.7234778114789864
261,13.05,-0.6830672902999956
262,13.1,-0.6487774480505084
263,13.15,-0.620041875139748
264,13.2,-0.5736026405748779
265,13.25,-0.539384371815025
266,13.3,-0.5184660549669159
267,13.35,-0.4846830624840303
268,13.4,-0.473954247155053
269,13.45,-0.43992684409283006
270,13.5,-0.41754574769933717
271,13.55,-0.3971719116063367
272,13.6,-0.37127039507910153
273,13.65,-0.36549285509934637
274,13.7,-0.34495027076324725
275,13.75,-0.33292767221803093
276,13.8,-0.32241570385923174
277,13.85,-0.3144779953379778
278,13.9,-0.311673788817545
279,13.95,-0.3047130139349388
280,14.0,-0.3050226307786688
281,14.05,-0.298573437915747
282,14.1,-0.30244259980364047
283,14.15,-0.31045969398692064
284,14.2,-0.30825676908638927
285,14.25,-0.29528296863535414
286,14.3,-0.2952273710840851
287,14.35,-0.2633745112691666
288,14.4,-0.25358899415763664
289,14.45,-0.24959656383539378
290,14.5,-0.2531520155404882
291,14.55,-0.25520277175116085
292,14.6,-0.24672851728776116
293,14.65,-0.25097442985620627
294,14.7,-0.23229447423597696
295,14.75,-0.21016534773324377
296,14.8,-0.2014981440284431
297,14.85,-0.19020332186175937
298,14.9,-0.1748311453645416
299,14.95,-0.17362953850645316
300,15.0,-0.1732875570932712
301,15.05,-0.16818839627996177
302,15.1,-0.19151448441014024
303,15.15,-0.19632965206838987
304,15.2,-0.19487246594085017
305,15.25,-0.18613147788847875
306,15.3,-0.18622595488768695
307,15.35,-0.17237114846043966
308,15.4,-0.16063103642164536
309,15.45,-0.17031142244480899
310,15.5,-0.17044236606394364
311,15.55,-0.15574198679939108
312,15.6,-0.16731341409355785
313,15.65,-0.1780331876349616
314,15.7,-0.1886304877665247
315,15.75,-0.21382366015745588
316,15.8,-0.2271591563838159
317,15.85,-0.23700747570985026
318,15.9,-0.26220213564167305
319,15.95,-0.2849790254183001
320,16.0,-0.30877193101392886
321,16.05,-0.3407955482624043
322,16.1,-0.3578716210818751
323,16.15,-0.3797452583805159
324,16.2,-0.3909942568242101
325,16.25,-0.41267861327814154
326,16.3,-0.41605584914575355
327,16.35,-0.43596943228804
328,16.4,-0.44174037780002384
329,16.45,-0.44203600778617536
330,16.5,-0.4524958679150452
331,16.55,-0.47563245032940576
332,16.6,-0.4794589765004832
333,16.65,-0.49078259080197273
334,16.7,-0.49830628816868516
335,16.75,-0.5012003557156492
336,16.8,-0.5053306615571366
337,16.85,-0.5046672921053844
338,16.9,-0.5075682671813981
339,16.95,-0.5086600624506119
340,17.0,-0.5039211268043309
341,17.05,-0.4934965272960346
342,17.1,-0.488702534541779
343,17.15,-0.47879867885963173
344,17.2,-0.47229096381387664
345,17.25,-0.46679632912890284
346,17.3,-0.4776548154546938
347,17.35,-0.46899188672895975
348,17.4,-0.4426108343389233
349,17.45,-0.4251259459965177
350,17.5,-0.4280263018278299
351,17.55,-0.4199259451668717
352,17.6,-0.4194815960837263
353,17.65,-0.4210489249333996
354,17.7,-0.4161339247027314
355,17.75,-0.4021593393980771
356,17.8,-0.38734077204262246
357,17.85,-0.3773816349148323
358,17.9,-0.3739039512189156
359,17.95,-0.3758923762349425
360,18.0,-0.37489025721976554
361,18.05,-0.34851026977906946
362,18.1,-0.34220173214751415
363,18.15,-0.3287484741828694
364,18.2,-0.33751649840614023
365,18.25,-0.33590355290002494
366,18.3,-0.3347612140137471
367,18.35,-0.33394707183285793
368,18.4,-0.3264031377165696
369,18.45,-0.3365516288343936
370,18.5,-0.34534327490767924
371,18.55,-0.35456786197517054
372,18.6,-0.3462511816679068
373,18.65,-0.35271412213632486
374,18.7,-0.33418311978421883
375,18.75,-0.3304690217451666
376,18.8,-0.33922215452407956
377,18.85,-0.32899033407055056
378,18.9,-0.32471969440474197
379,18.95,-0.3325378153476665
380,19.0,-0.314450981555028
381,19.05,-0.31452192709449867
382,19.1,-0.31798922142849156
383,19.15,-0.33356155400695336
384,19.2,-0.3209551396500534
385,19.25,-0.32040771778208665
386,19.3,-0.3026038662921763
387,19.35,-0.3133024340112448
388,19.4,-0.31458335879015703
389,19.45,-0.3069533117268072
390,19.5,-0.3043766048001855
391,19.55,-0.2990317947415717
392,19.6,-0.3044943693308462
393,19.65,-0.28720534153140614
394,19.7,-0.2902521664904517
395,19.75,-0.28966577381338987
396,19.8,-0.29408527088143666
397,19.85,-0.2978182384663356
398,19.9,-0.30270316369386746
399,19.95,-0.3047279762549343
400,20.0,-0.31158944919242293
401,20.05,-0.3025440735921002
402,20.1,-0.3064055439023262
403,20.15,-0.3095493593825484
404,20.2,-0.3236742857573822
405,20.25,-0.33338539374643117
406,20.3,-0.3426384036009912
407,20.35,-0.36197488033710074
408,20.4,-0.38343279240937467
409,20.45,-0.3846553736223559
410,20.5,-0.3957757485744691
411,20.55,-0.3954705013253005
412,20.6,-0.38684884566567307
413,20.65,-0.393479750196377
414,20.7,-0.41963732909777995
415,20.75,-0.43526422749125787
416,20.8,-0.45873074615363413
417,20.85,-0.45478233497623044
418,20.9,-0.451722254689075
419,20.95,-0.4560581001650317
420,21.0,-0.4646212097537537
421,21.05,-0.47212493134804656
422,21.1,-0.4792972854902549
423,21.15,-0.4685060033594253
424,21.2,-0.45589106741969615
425,21.25,-0.45609651777287236
426,21.3,-0.4608014042185104
427,21.35,-0.45203123085179575
428,21.4,-0.4334431783525195
429,21.45,-0.4240371296250208
430,21.5,-0.41567210760413703
431,21.55,-0.427707949672885
432,21.6,-0.4162597642289411
433,21.65,-0.42469644079989033
434,21.7,-0.4120271566050695
435,21.75,-0.413094700911086
436,21.8,-0.4111660468912122
437,21.85,-0.40399892833486034
438,21.9,-0.4033141226055073
439,21.95,-0.4125720092414574
440,22.0,-0.4134547608306561
441,22.05,-0.4142570820573748
442,22.1,-0.40664103181574734
443,22.15,-0.4092577510983262
444,22.2,-0.4061782138949666
445,22.25,-0.40813197681918534
446,22.3,-0.3912709134745382
447,22.35,-0.3919541101841668
448,22.4,-0.3950492313641487
449,22.45,-0.3924332542164043
450,22.5,-0.4006133872387133
451,22.55,-0.400852552019221
452,22.6,-0.4265847884084185
453,22.65,-0.42716319507925854
454,22.7,-0.4282829117431676
455,22.75,-0.4283830705512299
456,22.8,-0.4378565652762224
457,22.85,-0.44278550106804837
458,22.9,-0.45448702419006154
459,22.95,-0.4574263854962673
460,23.0,-0.4619713289380798
461,23.05,-0.4640197321627506
462,23.1,-0.4625555118113893
463,23.15,-0.46348616615633154
464,23.2,-0.4580984728245328
465,23.25,-0.4605609836962101
466,23.3,-0.4637525827487473
467,23.35,-0.45981918270299543
468,23.4,-0.4661004331207964
469,23.45,-0.4757958029604169
470,23.5,-0.47852029354264136
471,23.55,-0.48553107568100806
472,23.6,-0.4785891676155725
473,23.65,-0.4606577703304185
474,23.7,-0.44870628758374226
475,23.75,-0.44817258942981986
476,23.8,-0.4499691174136845
477,23.85,-0.44492420108166164
478,23.9,-0.4412837595272023
479,23.95,-0.4434967597357172
480,24.0,-0.4348170829908234
481,24.05,-0.43997755983044334
482,24.1,-0.4572804809891039
483,24.15,-0.47252796838558003
484,24.2,-0.48641840331968006
485,24.25,-0.4953176221849744
486,24.3,-0.5085800207104504
487,24.35,-0.5274680516853721
488,24.4,-0.5532177321252928
489,24.45,-0.5730146386601904
490,24.5,-0.5714590429030534
491,24.55,-0.5823252099333968
492,24.6,-0.5937979510300185
493,24.65,-0.6149567044624346
494,24.7,-0.6242693313687241
495,24.75,-0.6396225023741439
496,24.8,-0.6612798367772261
497,24.85,-0.6670284194760439
498,24.9,-0.6640187665719333
499,24.95,-0.6772718497049244
500,25.0,-0.6755607645077661
501,25.05,-0.6844465178665584
502,25.1,-0.6872086278599803
503,25.15,-0.7056092636529709
504,25.2,-0.7245399623193561
505,25.25,-0.7560713727375892
506,25.3,-0.759055222433129
507,25.35,-0.7886132099340778
508,25.4,-0.7964490321059445
509,25.45,-0.8119803433819183
510,25.5,-0.8227361852043776
511,25.55,-0.811618914199119
512,25.6,-0.8127936188220594
513,25.65,-0.82479345852808
514,25.7,-0.8230083155051489
515,25.75,-0.828457638051691
516,25.8,-0.840628295602495
517,25.85,-0.8381696897603931
518,25.9,-0.8477569941607609
519,25.95,-0.8539384128255911
520,26.0,-0.8701413882583704
521,26.05,-0.881568963776807
522,26.1,-0.8890408735653148
523,26.15,-0.8966872359282871
524,26.2,-0.9026433612440968
525,26.25,-0.907690115408068
526,26.3,-0.9171778462863523
527,26.35,-0.9118954969258655
528,26.4,-0.9088566622020489
529,26.45,-0.9155594142937552
530,26.5,-0.9195895066319241
531,26.55,-0.9307832251271281
532,26.6,-0.9323387003657511
533,26.65,-0.9473812501526611
534,26.7,-0.9279718282796396
535,26.75,-0.9302253088532813
536,26.8,-0.9357264858472384
537,26.85,-0.9348799923882114
538,26.9,-0.9406153832657214
539,26.95,-0.9404828454722204
540,27.0,-0.923621134305289
541,27.05,-0.9113120136801206
542,27.1,-0.9073919637157057
543,27.15,-0.8988500946630297
544,27.2,-0.8829028395396582
545,27.25,-0.861336941627934
546,27.3,-0.8383671812586471
547,27.35,-0.8169889718284127
548,27.4,-0.7945346959602807
549,27.45,-0.7877479647665396
550,27.5,-0.7761810915373013
551,27.55,-0.7675879144134328
552,27.6,-0.757468965551211
553,27.65,-0.7478782432129865
554,27.7,-0.7410651057486215
555,27.75,-0.7292963450033831
556,27.8,-0.7179924205515336
557,27.85,-0.7245092704107393
558,27.9,-0.7173655589458738
559,27.95,-0.7194368486847019
560,28.0,-0.7159339899798705
561,28.05,-0.7225855509190496
562,28.1,-0.7106760296295945
563,28.15,-0.6997967221917019
564,28.2,-0.6866761022189831
565,28.25,-0.6849070241826841
566,28.3,-0.6667575737042841
567,28.35,-0.6616413113370639
568,28.4,-0.6408240392597155
569,28.45,-0.6355957064854851
570,28.5,-0.6255051288498373
571,28.55,-0.6196867883617202
572,28.6,-0.6181487264014973
573,28.65,-0.6206249230332376
574,28.7,-0.6125474129837292
575,28.75,-0.5930124686847608
576,28.8,-0.5880652451870725
577,28.85,-0.5816262500723325
578,28.9,-0.5603505690626608
579,28.95,-0.5359452520093918
580,29.0,-0.5205328715257166
581,29.05,-0.4988679549623457
582,29.1,-0.47738756064290566
583,29.15,-0.44625171165608624
584,29.2,-0.4166917508446836
585,29.25,-0.38030422025149163
586,29.3,-0.3593252114642568
587,29.35,-0.3309492884187077
588,29.4,-0.30587993184730466
589,29.45,-0.28586544191612717
590,29.5,-0.26424394072560986
591,29.55,-0.25145634126294447
592,29.6,-0.23424000985183083
593,29.65,-0.23539570341894905
594,29.7,-0.2299255992473864
595,29.75,-0.21901605943162333
596,29.8,-0.20228234928466857
597,29.85,-0.1956430875514229
598,29.9,-0.19268621065200428
599,29.95,-0.20295752597484942
600,30.0,-0.21466929830234638
601,30.05,-0.22478709790963058
602,30.1,-0.22917847988745646
603,30.15,-0.22753744173093865
604,30.2,-0.2434604715240281
605,30.25,-0.24677221999351992
606,30.3,-0.23782812860360794
607,30.35,-0.2331590159430994
608,30.4,-0.24257283787778558
609,30.45,-0.2593864125555903
610,30.5,-0.26901279429596714
611,30.55,-0.2710402728755608
612,30.6,-0.27629704172231295
613,30.65,-0.2786249163025594
614,30.7,-0.27539770930365265
615,30.75,-0.2777838135216341
616,30.8,-0.2864192407479564
617,30.85,-0.29351490826098764
618,30.9,-0.2888915464328116
619,30.95,-0.29077562626879805
620,31.0,-0.2846581665959983
621,31.05,-0.2960641467029546
622,31.1,-0.30057875776246185
623,31.15,-0.2979321509317825
624,31.2,-0.299340249012186
625,31.25,-0.30235016945103177
626,31.3,-0.3136672156380501
627,31.35,-0.31893415816993076
628,31.4,-0.3075038020172429
629,31.45,-0.31245401920200194
630,31.5,-0.31692845364766276
631,31.55,-0.3024440548758531
632,31.6,-0.29926705153442257
633,31.65,-0.30217224331476494
634,31.7,-0.31256727550239644
635,31.75,-0.3147344710173894
636,31.8,-0.31757174083710565
637,31.85,-0.3416758058972234
638,31.9,-0.3450009478955367
639,31.95,-0.3571962544978887
640,32.0,-0.3698951884193316
641,32.05,-0.3885511835873817
642,32.1,-0.4160597709487679
643,32.15,-0.459623381553673
644,32.2,-0.49423935944101416
645,32.25,-0.5067022621117057
646,32.3,-0.5421770174756012
647,32.35,-0.571831565265121
648,32.4,-0.5793159638947668
649,32.45,-0.5992505025804784
650,32.5,-0.6076914596820174
651,32.55,-0.6163595047292467
652,32.6,-0.6316946424689909
653,32.65,-0.6357789708785344
654,32.7,-0.6663613552175481
655,32.75,-0.6955898474597153
656,32.8,-0.7223539544655536
657,32.85,-0.7352783117505713
658,32.9,-0.7508007609207463
659,32.95,-0.7590280824580569
660,33.0,-0.7560820513303507
661,33.05,-0.7602279911573927
662,33.1,-0.7822992039114459
663,33.15,-0.7777359696353131
664,33.2,-0.7865724140481429
665,33.25,-0.7888822276943744
666,33.3,-0.784154984699115
667,33.35,-0.7608637494773285
668,33.4,-0.7269873757474504
669,33.45,-0.6956040882603911
670,33.5,-0.6935689835644928
671,33.55,-0.6722766025168118
672,33.6,-0.6563375547473562
673,33.65,-0.6347293259046459
674,33.7,-0.6203630935770469
675,33.75,-0.5892982978416312
676,33.8,-0.5550199710401518
677,33.85,-0.551180765113111
678,33.9,-0.5231648993779575
679,33.95,-0.5056297899603186
680,34.0,-0.48066999362461205
681,34.05,-0.4582677393644315
682,34.1,-0.4370329587539889
683,34.15,-0.43745147582771443
684,34.2,-0.41778721682155784
685,34.25,-0.394518165736916
686,34.3,-0.3840853845189219
687,34.35,-0.3809283082185448
688,34.4,-0.3772432494267051
689,34.45,-0.3513530484746494
690,34.5,-0.33159604759171757
691,34.55,-0.2994733652512389
692,34.6,-0.2675523271779551
693,34.65,-0.24659891376255677
694,34.7,-0.23802831618042863
695,34.75,-0.23283657781583214
696,34.8,-0.22221078638105196
697,34.85,-0.21708516185874424
698,34.9,-0.19978846283460974
699,34.95,-0.1920022369694326
700,35.0,-0.17689556700070405
701,35.05,-0.18046737254334067
702,35.1,-0.15507495696405468
703,35.15,-0.14844781765336043
704,35.2,-0.15448646283130096
705,35.25,-0.14156374634903657
706,35.3,-0.12341432313150415
707,35.35,-0.12163203710565455
708,35.4,-0.12636544993175253
709,35.45,-0.13838982173734307
710,35.5,-0.1474448870491221
711,35.55,-0.14650142945889555
712,35.6,-0.14045040290850053
713,35.65,-0.12251647024647064
714,35.7,-0.10728227913520266
715,35.75,-0.0922763268786607
716,35.8,-0.08412081552227406
717,35.85,-0.08911591981557566
718,35.9,-0.09318608760133183
719,35.95,-0.1060467470748293
720,36.0,-0.11663255655476105
721,36.05,-0.12093072095784412
722,36.1,-0.12879757044682058
723,36.15,-0.14003016459728018
724,36.2,-0.15114699578719862
725,36.25,-0.17829766287129822
726,36.3,-0.20336200726018283
727,36.35,-0.2279049118650369
728,36.4,-0.2503147829161073
729,36.45,-0.2620111293442325
730,36.5,-0.2892036061566323
731,36.55,-0.3013508656987439
732,36.6,-0.3303263193243289
733,36.65,-0.3554847250940768
734,36.7,-0.3775007861874802
735,36.75,-0.41448428538958754
736,36.8,-0.4288314577183302
737,36.85,-0.44298258253733996
738,36.9,-0.45962945195479343
739,36.95,-0.48135947076918784
740,37.0,-0.5041785554363573
741,37.05,-0.5264560175904147
742,37.1,-0.5314590074733119
743,37.15,-0.5387564772798961
744,37.2,-0.558794183190645
745,37.25,-0.5738151190515596
746,37.3,-0.5700369010178081
747,37.35,-0.5678093511922302
748,37.4,-0.5725546554723093
749,37.45,-0.6019434192726224
750,37.5,-0.6256525821510144
751,37.55,-0.6414713183418904
752,37.6,-0.6560098024476809
753,37.65,-0.6614764280326285
754,37.7,-0.6651630434446764
755,37.75,-0.6594092361653963
756,37.8,-0.6650281390765681
757,37.85,-0.6744951321679887
