,Time,zF
0,0.0,-0.6072265836821366
1,0.05,-0.5205183189370362
2,0.1,-0.443165836281214
3,0.15,-0.34967174496699105
4,0.2,-0.4269084449076753
5,0.25,-0.5005733050355278
6,0.3,-0.5171877767454729
7,0.35,-0.4839145274529017
8,0.4,-0.5463322990309163
9,0.45,-0.607252863148919
10,0.5,-0.6781679743957085
11,0.55,-0.620974713572274
12,0.6,-0.6208568954688217
13,0.65,-0.5861229389188997
14,0.7,-0.5585408479574252
15,0.75,-0.5815651459859286
16,0.8,-0.6216812493886946
17,0.85,-0.6506041447060632
18,0.9,-0.640393913681296
19,0.95,-0.5986340549338054
20,1.0,-0.596559223851527
21,1.05,-0.5837711412488037
22,1.1,-0.5900061891056488
23,1.15,-0.5512464265290112
24,1.2,-0.4897960631591573
25,1.25,-0.4351100196443383
26,1.3,-0.41112321690008236
27,1.35,-0.3904354926787018
28,1.4,-0.33604372298329854
29,1.45,-0.2803856521528764
30,1.5,-0.2666316747955001
31,1.55,-0.24417866633882915
32,1.6,-0.2191734493155606
33,1.65,-0.1948105445839446
34,1.7,-0.166754173003049
35,1.75,-0.1271455494580826
36,1.8,-0.08690213342750204
37,1.85,-0.029473974795906056
38,1.9,0.021365834590906605
39,1.95,0.07744192771641334
40,2.0,0.1241329041059398
41,2.05,0.17755811036651217
42,2.1,0.22446695291028373
43,2.15,0.2721176463270721
44,2.2,0.31986207983077813
45,2.25,0.3655738255762031
46,2.3,0.42371082313433517
47,2.35,0.4675421504594154
48,2.4,0.5175755994476731
49,2.45,0.5818045147082413
50,2.5,0.6423494800043291
51,2.55,0.6718191138603016
52,2.6,0.7113068451497556
53,2.65,0.7724528102120042
54,2.7,0.8200530974933846
55,2.75,0.8687796628413412
56,2.8,0.8990833956552607
57,2.85,0.9432331522004231
58,2.9,0.9793559317407214
59,2.95,1.0231543592846948
60,3.0,1.0784876938251668
61,3.05,1.118762676965196
62,3.1,1.1707594431703698
63,3.15,1.2093288806436047
64,3.2,1.2745957906932925
65,3.25,1.3141328765360003
66,3.3,1.3427029891760747
67,3.35,1.3593453975436414
68,3.4,1.3770294488820962
69,3.45,1.4138070802672842
70,3.5,1.4535869579906997
71,3.55,1.4762717081516201
72,3.6,1.531738002011199
73,3.65,1.572271952728341
74,3.7,1.611436694514783
75,3.75,1.6372266875004995
76,3.8,1.6568716679502182
77,3.85,1.6756493041624538
78,3.9,1.6862088168280476
79,3.95,1.6889498277282733
80,4.0,1.6759857852177018
81,4.05,1.7028725190064258
82,4.1,1.691819284216812
83,4.15,1.70604195030394
84,4.2,1.6986684591649774
85,4.25,1.6852800150611935
86,4.3,1.6756929477643043
87,4.35,1.6466023822031404
88,4.4,1.6236651296921651
89,4.45,1.6031390417189575
90,4.5,1.590556168971699
91,4.55,1.5766624616222946
92,4.6,1.5677126537739798
93,4.65,1.5427424280618849
94,4.7,1.4967285024453967
95,4.75,1.4645426934971608
96,4.8,1.416753058152426
97,4.85,1.3734347815720096
98,4.9,1.3422854641478592
99,4.95,1.3083058219651225
100,5.0,1.2716229576867177
101,5.05,1.22711351325062
102,5.1,1.19268880396384
103,5.15,1.1458736959480678
104,5.2,1.1166944763947944
105,5.25,1.0993313358927295
106,5.3,1.081293174173519
107,5.35,1.0690405900955537
108,5.4,1.0384730109189517
109,5.45,0.9998968124165847
110,5.5,0.9859943247818588
111,5.55,0.9603709122952653
112,5.6,0.9155836916624568
113,5.65,0.8728428509494612
114,5.7,0.8287991387973743
115,5.75,0.8008874084692587
116,5.8,0.7695497516275739
117,5.85,0.735452652969296
118,5.9,0.6950457427749742
119,5.95,0.6625749288657092
120,6.0,0.6284275890763945
121,6.05,0.6200466032390708
122,6.1,0.6067422118797563
123,6.15,0.5776176031850686
124,6.2,0.5632505188388918
125,6.25,0.5413763132583305
126,6.3,0.5398450069555675
127,6.35,0.5246416205626515
128,6.4,0.49951117837063697
129,6.45,0.4908609616123559
130,6.5,0.4750506772494274
131,6.55,0.429678110403378
132,6.6,0.41256141884903275
133,6.65,0.40509710897972395
134,6.7,0.3790708011924725
135,6.75,0.3479335679932378
136,6.8,0.3246827647176331
137,6.85,0.3052259873131942
138,6.9,0.2931262345203362
139,6.95,0.28614711365622625
140,7.0,0.2835864292793854
141,7.05,0.2848021460863396
142,7.1,0.27758606823681586
143,7.15,0.2776204188577795
144,7.2,0.28598263308550004
145,7.25,0.2923539736844068
146,7.3,0.3190527329820775
147,7.35,0.3370922662190484
148,7.4,0.3550297255341504
149,7.45,0.3675209912401762
150,7.5,0.37417003703035856
151,7.55,0.39422042824846193
152,7.6,0.4275673423001055
153,7.65,0.437887996420095
154,7.7,0.4535350112289272
155,7.75,0.4689868613183808
156,7.8,0.49477833593569803
157,7.85,0.5050603772022945
158,7.9,0.533749029718989
159,7.95,0.533339869477192
160,8.0,0.5675579860611343
161,8.05,0.5598882392548334
162,8.1,0.5655759528970916
163,8.15,0.5639881024704909
164,8.2,0.5507610776012011
165,8.25,0.5422354181967988
166,8.3,0.5407312793859569
167,8.35,0.5338028955584551
168,8.4,0.5325270749311022
169,8.45,0.5048973521690612
170,8.5,0.49267186735502355
171,8.55,0.4847428850632015
172,8.6,0.4828289763450239
173,8.65,0.4869157171962453
174,8.7,0.46432485170899956
175,8.75,0.44669439989144133
176,8.8,0.4486172654979288
177,8.85,0.4619481958049146
178,8.9,0.4605095729934585
179,8.95,0.46496005873870866
180,9.0,0.4340552069427195
181,9.05,0.40239608167461466
182,9.1,0.39887215518329266
183,9.15,0.3818623434820992
184,9.2,0.36894337277285705
185,9.25,0.35084117739306897
186,9.3,0.3555103428700048
187,9.35,0.33250937977761724
188,9.4,0.29911538076675465
189,9.45,0.2720326305484805
190,9.5,0.26914490876310554
191,9.55,0.24387482397497376
192,9.6,0.22601259081510394
193,9.65,0.2040883518144671
194,9.7,0.20776984587129868
195,9.75,0.19233151439517526
196,9.8,0.16801457765323968
