,Time,zF
0,0.0,-0.540763991535651
1,0.05,-0.8578682687064348
2,0.1,-0.5892573949949786
3,0.15,-0.5175319187273766
4,0.2,-0.6382094685040836
5,0.25,-0.6077203823741927
6,0.3,-0.5671847007594392
7,0.35,-0.5157400129079128
8,0.4,-0.4704156350995441
9,0.45,-0.40338797669591836
10,0.5,-0.4520398747338932
11,0.55,-0.5315833556143412
12,0.6,-0.5866746851212543
13,0.65,-0.5969118132038768
14,0.7,-0.6218504842445457
15,0.75,-0.6279788871517022
16,0.8,-0.6236946227577197
17,0.85,-0.666702859547375
18,0.9,-0.698558097938972
19,0.95,-0.7035931539434933
20,1.0,-0.6503337074856971
21,1.05,-0.624786893188545
22,1.1,-0.625554334493959
23,1.15,-0.6134964496785523
24,1.2,-0.6013094119177799
25,1.25,-0.58980694650037
26,1.3,-0.5765577615624483
27,1.35,-0.5959340777672333
28,1.4,-0.6091058331126002
29,1.45,-0.6116477841779636
30,1.5,-0.606633337923606
31,1.55,-0.5997217514319506
32,1.6,-0.5978241254258859
33,1.65,-0.5966854474545095
34,1.7,-0.6119571788155824
35,1.75,-0.6174104477044429
36,1.8,-0.6049112489536849
37,1.85,-0.5770831580958455
38,1.9,-0.572389056386174
39,1.95,-0.5753550228052599
40,2.0,-0.5853345341223153
41,2.05,-0.5952393353109653
42,2.1,-0.6072980597204886
43,2.15,-0.6164739288662865
44,2.2,-0.6329677110807866
45,2.25,-0.662374177892974
46,2.3,-0.6555942477856946
47,2.35,-0.6477910602990807
48,2.4,-0.654831462070074
49,2.45,-0.6377656140141411
50,2.5,-0.6318578434835991
51,2.55,-0.6127992899078099
52,2.6,-0.5943421832407448
53,2.65,-0.5805370888354057
54,2.7,-0.5647328385936405
55,2.75,-0.5566636373811233
56,2.8,-0.5566992338611657
57,2.85,-0.5607519500976182
58,2.9,-0.539887816723791
59,2.95,-0.5432416441560828
60,3.0,-0.5402998340057239
61,3.05,-0.5388272784676548
62,3.1,-0.5483728171952164
63,3.15,-0.5297391406378861
64,3.2,-0.5137625499009019
65,3.25,-0.5008573985989825
66,3.3,-0.4865130460030752
67,3.35,-0.48658462623262966
68,3.4,-0.4769778826261924
69,3.45,-0.4866535929907875
70,3.5,-0.4884569607898476
71,3.55,-0.48946276550251366
72,3.6,-0.48733524115493676
73,3.65,-0.4997535468658593
74,3.7,-0.48851872244235856
75,3.75,-0.4857319042031876
76,3.8,-0.4826518801261016
77,3.85,-0.49192806988938087
78,3.9,-0.47562991954437456
79,3.95,-0.4743063145254889
80,4.0,-0.4582427906905995
81,4.05,-0.45641297980399564
82,4.1,-0.42675654440931543
83,4.15,-0.41117865152006117
84,4.2,-0.39611309111569054
85,4.25,-0.39340777696085766
86,4.3,-0.3675000079297911
87,4.35,-0.347666017428077
88,4.4,-0.32978892538575777
89,4.45,-0.32224926337006415
90,4.5,-0.311885805947272
91,4.55,-0.2867384338098086
92,4.6,-0.256898590888402
93,4.65,-0.22297872937368468
94,4.7,-0.19185178224221783
95,4.75,-0.1986773936825015
96,4.8,-0.1997435330323057
97,4.85,-0.18238770246111705
98,4.9,-0.16153046947020755
99,4.95,-0.13797993777634956
100,5.0,-0.1101123089478381
101,5.05,-0.07965211994753436
102,5.1,-0.04019900586986465
103,5.15,-0.01267459645755094
104,5.2,0.021946277614961412
105,5.25,0.028062949181349914
106,5.3,0.02041861719518173
107,5.35,0.008078633240186347
108,5.4,0.00589806511716646
109,5.45,0.006020645533838383
110,5.5,0.025649493076730596
111,5.55,0.024842140467005402
112,5.6,0.03569200937036504
113,5.65,0.041960068779005065
114,5.7,0.04182631773566835
115,5.75,0.057521685636720755
116,5.8,0.07616218834077618
117,5.85,0.07586240709542434
118,5.9,0.0872596471605673
119,5.95,0.08894322925424142
120,6.0,0.10200231014333586
121,6.05,0.13385862383743458
122,6.1,0.14701915625602596
123,6.15,0.17323173223192653
124,6.2,0.20253741464238534
125,6.25,0.22718334423709755
126,6.3,0.2539216648221526
127,6.35,0.26941582172388656
128,6.4,0.27638265401218043
129,6.45,0.29614243869466284
130,6.5,0.31963163743459383
131,6.55,0.3216226930062895
132,6.6,0.34893613098992526
133,6.65,0.34989551438793726
134,6.7,0.350883946789879
135,6.75,0.3531937642147325
136,6.8,0.35231273386095463
137,6.85,0.34511461514866937
138,6.9,0.34412830553645307
139,6.95,0.3320512053617031
140,7.0,0.31070773393505413
141,7.05,0.30613733984649616
142,7.1,0.30303771264202406
143,7.15,0.3054648341338396
144,7.2,0.31115067654769046
145,7.25,0.3151072773895354
146,7.3,0.3196956928632047
147,7.35,0.32932231979939847
148,7.4,0.3456434486199266
149,7.45,0.35734932295122845
150,7.5,0.36855432137921684
151,7.55,0.3594881077169121
152,7.6,0.34572776559739016
153,7.65,0.33297461025926156
154,7.7,0.33769867089609723
155,7.75,0.33248533695122184
156,7.8,0.3479409199385986
157,7.85,0.3489541565730943
158,7.9,0.34402214948012516
159,7.95,0.3514147669895221
160,8.0,0.35448959812872816
161,8.05,0.3498642724701287
162,8.1,0.3608570290160605
163,8.15,0.3747160257860805
164,8.2,0.3835499553578303
165,8.25,0.39365609735442664
166,8.3,0.4173375350307461
167,8.35,0.42451537446874116
168,8.4,0.43871347059971033
169,8.45,0.4378404288824617
170,8.5,0.45084650268409104
171,8.55,0.46884979317655956
172,8.6,0.47736205084795263
173,8.65,0.4908514956183087
174,8.7,0.5123569578097489
175,8.75,0.5126851590272836
176,8.8,0.5146346269287814
177,8.85,0.5255814697992706
178,8.9,0.5388011599612882
179,8.95,0.5460047867405424
180,9.0,0.5588978613257805
181,9.05,0.5612884914649947
182,9.1,0.5567897544435577
183,9.15,0.5442283232635321
184,9.2,0.5436402235868922
185,9.25,0.5316868031431558
186,9.3,0.5183534551270419
187,9.35,0.5104691251754019
188,9.4,0.5009536806036641
189,9.45,0.49224294028322857
190,9.5,0.49444403711357987
191,9.55,0.4869560249134516
192,9.6,0.5023019846284837
193,9.65,0.5022723975735425
194,9.7,0.5023276214574443
195,9.75,0.5089137181783756
196,9.8,0.513666412704695
197,9.85,0.5144940393185402
198,9.9,0.5188183289839972
199,9.95,0.5330924178944216
200,10.0,0.5159608240419775
201,10.05,0.5078160793149976
202,10.1,0.5191232411182344
203,10.15,0.520989598085514
204,10.2,0.5212416361090593
205,10.25,0.5246935511658232
