,Time,zF
0,0.0,-0.5410039821452847
1,0.05,0.19847581871718606
2,0.1,0.2601854605075056
3,0.15,0.49692350832446847
4,0.2,0.5980073528205709
5,0.25,0.5556297671262892
6,0.3,0.7091333424771491
7,0.35,0.7237609099208183
8,0.4,0.8241450312824534
9,0.45,0.8227033796171902
10,0.5,0.8106145954466573
11,0.55,0.8497046709510444
12,0.6,0.8410327915303599
13,0.65,0.8413829384110739
14,0.7,0.8183594069394898
15,0.75,0.8138267458631121
16,0.8,0.7518268892249282
17,0.85,0.7379629836545402
18,0.9,0.7059055047108684
19,0.95,0.682986910412936
20,1.0,0.6756881235346324
21,1.05,0.6732462936034289
22,1.1,0.6583644111858971
23,1.15,0.6350489786531424
24,1.2,0.621690049345533
25,1.25,0.6145696070533592
26,1.3,0.5858922136464488
27,1.35,0.5965752391150424
28,1.4,0.6059015881521213
29,1.45,0.5984112466487385
30,1.5,0.6110143273716595
31,1.55,0.6221136689985824
32,1.6,0.6068898647442169
33,1.65,0.5947548620700379
34,1.7,0.5945183787811658
35,1.75,0.5854755557886847
36,1.8,0.5562447940288126
37,1.85,0.5276098919402744
38,1.9,0.5044046606132673
39,1.95,0.5013174999593006
40,2.0,0.4916301798038283
41,2.05,0.44926835608319426
42,2.1,0.43876520314701184
43,2.15,0.4217132092007989
44,2.2,0.39209255867250775
45,2.25,0.3623470423368416
46,2.3,0.3132317334520976
47,2.35,0.30970700727696654
48,2.4,0.27869382002900867
49,2.45,0.2610959956638527
50,2.5,0.23789487577481191
51,2.55,0.20853354501366406
52,2.6,0.18240932241057192
53,2.65,0.15865322350863048
54,2.7,0.14438240765720553
55,2.75,0.13853809027956082
56,2.8,0.11979687393749731
57,2.85,0.10513079159825575
58,2.9,0.08842830060798204
59,2.95,0.0852142194479065
60,3.0,0.06324527163639182
61,3.05,0.06025648520927337
62,3.1,0.05692419283200593
63,3.15,0.034796609657327664
64,3.2,0.023571154954964445
65,3.25,0.004587123666260585
66,3.3,-0.004560224568930948
67,3.35,-0.012409342096222232
68,3.4,-0.018183502454649392
69,3.45,-0.03230216300230086
70,3.5,-0.040281407438468086
71,3.55,-0.0508671507939362
72,3.6,-0.06877256710387415
73,3.65,-0.06881982296235334
74,3.7,-0.07786172162196305
75,3.75,-0.08074290581810767
76,3.8,-0.09433800511630575
77,3.85,-0.0933484922096448
78,3.9,-0.11836316549061376
