,Time,zF
0,0.0,-1.1128418866767251
1,0.05,-1.1991974809553732
2,0.1,-1.1167007418852515
3,0.15,-1.2365631349081796
4,0.2,-1.4529261400840268
5,0.25,-1.4621375251065196
6,0.3,-1.498060404118233
7,0.35,-1.4705758030704896
8,0.4,-1.536727720194061
9,0.45,-1.5859123545870912
10,0.5,-1.6343271943962727
11,0.55,-1.6703756695268233
12,0.6,-1.6681712612874438
13,0.65,-1.6757485915483625
14,0.7,-1.6779767442234867
15,0.75,-1.661496395767944
16,0.8,-1.6289461379090378
17,0.85,-1.6263443796527066
18,0.9,-1.612739607544781
19,0.95,-1.6147958643350542
20,1.0,-1.6122217749134309
21,1.05,-1.5813650682399252
22,1.1,-1.578246389666389
23,1.15,-1.5588011943658218
24,1.2,-1.5229621578403751
25,1.25,-1.5052710718780609
26,1.3,-1.4872609977027487
27,1.35,-1.470455476734588
28,1.4,-1.4653550561699564
29,1.45,-1.4369842841034648
30,1.5,-1.4590845191739308
31,1.55,-1.460399577346692
32,1.6,-1.4509048763898895
33,1.65,-1.4724117464370932
34,1.7,-1.471415719455476
35,1.75,-1.4646600196879593
36,1.8,-1.4547638865423171
37,1.85,-1.4190908813007936
38,1.9,-1.412921401178506
39,1.95,-1.415610964248388
40,2.0,-1.4063360398954101
41,2.05,-1.403382862737602
42,2.1,-1.3917766043493833
43,2.15,-1.3821122418032497
44,2.2,-1.3748160244598457
45,2.25,-1.3704469014260665
46,2.3,-1.3650702953720257
47,2.35,-1.3561892072893977
48,2.4,-1.3386010981894527
49,2.45,-1.3229626125615996
50,2.5,-1.304327912911638
51,2.55,-1.3026392641728344
52,2.6,-1.2929102508633314
53,2.65,-1.2907830207592772
54,2.7,-1.2886256409966037
55,2.75,-1.301705213107142
56,2.8,-1.298819524790356
57,2.85,-1.2962728407412059
58,2.9,-1.2773472989463526
59,2.95,-1.2824624187613902
60,3.0,-1.2739688307267052
61,3.05,-1.29407824331688
62,3.1,-1.296499274144503
63,3.15,-1.2974733595174572
64,3.2,-1.2922672573653609
65,3.25,-1.300451472703309
66,3.3,-1.300335393300199
67,3.35,-1.2900092700707162
68,3.4,-1.2922319832861526
69,3.45,-1.2991136999863788
70,3.5,-1.2833853985878916
71,3.55,-1.2823499548556678
72,3.6,-1.2841014287854728
73,3.65,-1.2850299184102483
74,3.7,-1.2831080266409631
75,3.75,-1.2934037394444184
76,3.8,-1.2914446759870026
77,3.85,-1.2938957923758498
78,3.9,-1.3033522784424816
79,3.95,-1.306214848495542
80,4.0,-1.3004676260020993
81,4.05,-1.3105623999515015
82,4.1,-1.321134779473805
83,4.15,-1.326226689172157
84,4.2,-1.324664980239926
85,4.25,-1.3328947602443444
86,4.3,-1.3207899050694822
87,4.35,-1.3430791570710217
88,4.4,-1.338550053482891
89,4.45,-1.31329403857584
90,4.5,-1.3222478242726419
91,4.55,-1.3227079524058516
92,4.6,-1.309494475644131
93,4.65,-1.3068870844184737
94,4.7,-1.3032642671759604
95,4.75,-1.316675990437594
96,4.8,-1.319909177565505
97,4.85,-1.3153523872076376
98,4.9,-1.3253946836879464
99,4.95,-1.3232267426409507
100,5.0,-1.3131462879059201
101,5.05,-1.3282788418348699
102,5.1,-1.3397208539480316
103,5.15,-1.3571736573627116
104,5.2,-1.3603487479715257
105,5.25,-1.340315320862061
106,5.3,-1.3496447446281996
107,5.35,-1.3596717336375022
108,5.4,-1.3535206962467479
109,5.45,-1.3654864655152057
110,5.5,-1.362961753514255
111,5.55,-1.3637614606172594
112,5.6,-1.358491530858539
113,5.65,-1.3708584762868299
114,5.7,-1.3627878304581371
115,5.75,-1.3634197475765248
116,5.8,-1.3787968698965536
117,5.85,-1.3683453060480884
118,5.9,-1.3506018613573
119,5.95,-1.362506628984295
120,6.0,-1.3379438069272225
121,6.05,-1.3292641684960418
122,6.1,-1.3381733173078794
123,6.15,-1.3217428697412206
124,6.2,-1.3075707233039915
125,6.25,-1.2973030180842913
126,6.3,-1.2972231897216546
127,6.35,-1.2867509607736864
128,6.4,-1.279455240532282
129,6.45,-1.2871802895010194
130,6.5,-1.2880027220984518
131,6.55,-1.3016939679111716
132,6.6,-1.2914353601408404
133,6.65,-1.2843138697280196
134,6.7,-1.2592330930496904
135,6.75,-1.2489251201226412
136,6.8,-1.237195891916396
137,6.85,-1.2373312196100055
138,6.9,-1.2154650287269533
139,6.95,-1.2178376672509306
140,7.0,-1.2071794009989534
141,7.05,-1.1897282780182334
142,7.1,-1.1759110600387253
143,7.15,-1.165404714384188
144,7.2,-1.154145358607154
145,7.25,-1.13832607846301
146,7.3,-1.1200514705500328
147,7.35,-1.1051099457055988
148,7.4,-1.0658810492172726
149,7.45,-1.0304357667916575
150,7.5,-1.0091530929377233
151,7.55,-0.9751159582785135
152,7.6,-0.9558309085003286
153,7.65,-0.9263234934566943
154,7.7,-0.8820910580166967
155,7.75,-0.870977432345694
156,7.8,-0.8378182148035459
157,7.85,-0.7971416724091688
158,7.9,-0.7512781329746785
159,7.95,-0.7148216496984405
160,8.0,-0.6696238787663147
161,8.05,-0.6275847511949249
162,8.1,-0.5883357468595501
163,8.15,-0.5395007293180871
164,8.2,-0.5000250809412535
165,8.25,-0.439058497242014
166,8.3,-0.395244502597227
167,8.35,-0.3618354848171278
168,8.4,-0.3208085803604078
169,8.45,-0.26568431034003537
170,8.5,-0.23409213534312023
171,8.55,-0.20086445841345096
172,8.6,-0.15142016471208658
173,8.65,-0.11785699147162104
174,8.7,-0.08099505458304193
175,8.75,-0.03935926446713385
176,8.8,-0.012317482512833188
177,8.85,0.015432049865206295
178,8.9,0.04982425635590329
179,8.95,0.06472280559158132
180,9.0,0.09683759598099771
181,9.05,0.12228003314365653
182,9.1,0.14631485571855124
183,9.15,0.149455220400354
184,9.2,0.1707408390267423
185,9.25,0.18454223062789446
186,9.3,0.19046312330405174
187,9.35,0.2067094630241453
188,9.4,0.2258355662861558
189,9.45,0.23827015996619216
190,9.5,0.2700956784832174
191,9.55,0.2871178356147893
192,9.6,0.2984706669024044
193,9.65,0.2990475910249486
194,9.7,0.29959186654278835
195,9.75,0.31325317490117077
196,9.8,0.3225017885522501
197,9.85,0.30960459817901326
198,9.9,0.30525896491214066
199,9.95,0.3013403212898184
200,10.0,0.29904168846401397
201,10.05,0.2820455973449554
202,10.1,0.27406143442154096
203,10.15,0.27786681279361336
204,10.2,0.2673651454738281
205,10.25,0.235283836069038
206,10.3,0.23309190894359186
207,10.35,0.18594720961669084
208,10.4,0.1573835543094462
209,10.45,0.1465898550761488
210,10.5,0.13337662856395502
211,10.55,0.12220323579031099
212,10.6,0.10461451177468517
213,10.65,0.08461404442859088
214,10.7,0.08973879812139647
215,10.75,0.06548368104074637
216,10.8,0.05298558202029251
217,10.85,0.025565801427202373
218,10.9,0.0064337243707805435
219,10.95,-0.031617577961291124
220,11.0,-0.05186680971163138
221,11.05,-0.05956304380473358
222,11.1,-0.06192819089571105
223,11.15,-0.10171339822205601
224,11.2,-0.13547330330789747
225,11.25,-0.14314586988528058
226,11.3,-0.1434019919879923
227,11.35,-0.168040272304026
228,11.4,-0.18707924119768973
229,11.45,-0.19084011151884794
230,11.5,-0.20648871312352568
231,11.55,-0.21753953126867193
232,11.6,-0.21077780511856042
233,11.65,-0.21536908594917628
234,11.7,-0.22256197929116087
235,11.75,-0.2371689971208527
236,11.8,-0.2474056777055761
237,11.85,-0.2720316157254925
238,11.9,-0.2796916661672253
239,11.95,-0.30167554318242973
240,12.0,-0.30741261121618946
241,12.05,-0.32332253446031034
242,12.1,-0.32969075984822505
243,12.15,-0.3464213016307049
244,12.2,-0.33930779652389814
245,12.25,-0.33640203964971377
246,12.3,-0.35786690130034093
247,12.35,-0.35060440114492114
248,12.4,-0.35252460545302966
249,12.45,-0.36332357752222716
250,12.5,-0.37749389376708326
251,12.55,-0.3763320270578073
252,12.6,-0.3911347158295936
253,12.65,-0.39201746164642765
254,12.7,-0.4164153385908932
255,12.75,-0.42538475128568576
256,12.8,-0.42138476191174234
257,12.85,-0.40362191146215676
258,12.9,-0.39443337489871294
259,12.95,-0.38713671908244063
260,13.0,-0.38327004344581517
261,13.05,-0.3843047324268563
262,13.1,-0.37453595318673255
263,13.15,-0.3789476274590945
264,13.2,-0.3523806005234576
265,13.25,-0.35611816245927436
266,13.3,-0.32990035229606524
267,13.35,-0.3138403535022218
268,13.4,-0.3063937976839931
269,13.45,-0.31221607544224267
270,13.5,-0.3070812838785773
271,13.55,-0.322354513183505
272,13.6,-0.3237794526723791
273,13.65,-0.31146475063625617
274,13.7,-0.3016131697122566
275,13.75,-0.30671237633568205
276,13.8,-0.3098961172911881
277,13.85,-0.29696165124168167
278,13.9,-0.28240830142128714
279,13.95,-0.28267307250207563
280,14.0,-0.28672461358915924
281,14.05,-0.30071364187262606
282,14.1,-0.29406169969684626
283,14.15,-0.2927467504595988
284,14.2,-0.3178160650000205
285,14.25,-0.34336717739221945
286,14.3,-0.35916225317331024
287,14.35,-0.37246824903822573
288,14.4,-0.3808356168857999
289,14.45,-0.38432452048308907
290,14.5,-0.3826550705525635
291,14.55,-0.3892710433753481
292,14.6,-0.41712329060740644
293,14.65,-0.4321843326329364
294,14.7,-0.43779987817100857
295,14.75,-0.45004366438425675
296,14.8,-0.44709171740955994
297,14.85,-0.45820034373519075
298,14.9,-0.46798707848721993
299,14.95,-0.4845640763678463
300,15.0,-0.4826371430729667
301,15.05,-0.4759949578612664
302,15.1,-0.47815637048788406
303,15.15,-0.48470455496166176
304,15.2,-0.49973231523818046
305,15.25,-0.4825373292725342
306,15.3,-0.49363265641158777
307,15.35,-0.4892717037501788
308,15.4,-0.48556144428928677
309,15.45,-0.4835605066074655
310,15.5,-0.4876676936905044
311,15.55,-0.4830824923942197
312,15.6,-0.48161223020456917
313,15.65,-0.46530089544174613
314,15.7,-0.4606188343690946
315,15.75,-0.46770722851476426
316,15.8,-0.4707944737169267
317,15.85,-0.46370592007319017
318,15.9,-0.4818005925197732
319,15.95,-0.46443182584176523
320,16.0,-0.4545682273715015
321,16.05,-0.47040417722020084
322,16.1,-0.45908845071976645
323,16.15,-0.46556957184491854
324,16.2,-0.44523259484273753
