,Time,zF
0,0.0,-1.1115993707771048
1,0.05,-1.18872032744374
2,0.1,-1.196498840030589
3,0.15,-1.1788785152333243
4,0.2,-1.1500188711999353
5,0.25,-1.1071438721429396
6,0.3,-1.0577029798618105
7,0.35,-1.0101584656716514
8,0.4,-0.9871162224421903
9,0.45,-0.9464369582031569
10,0.5,-0.9115809495286219
11,0.55,-0.8867418041610163
12,0.6,-0.8732733312919824
13,0.65,-0.8493874928116928
14,0.7,-0.8332143255775561
15,0.75,-0.8269928967996721
16,0.8,-0.8240277419897817
17,0.85,-0.8240482094145147
18,0.9,-0.8244537032332598
19,0.95,-0.8326805890185357
20,1.0,-0.8385746050195355
21,1.05,-0.8430557326440468
22,1.1,-0.8517600374728657
23,1.15,-0.8601459951768938
24,1.2,-0.8703795128855659
25,1.25,-0.8784563950875641
26,1.3,-0.8836303593309596
27,1.35,-0.8868533572556604
28,1.4,-0.8832358998423712
29,1.45,-0.8789043962647611
30,1.5,-0.871949470688781
31,1.55,-0.8611941521595587
32,1.6,-0.8510896930188724
33,1.65,-0.8416947041161978
34,1.7,-0.8331348313078673
35,1.75,-0.8237198229034084
36,1.8,-0.8162347716110077
37,1.85,-0.8119446896808666
38,1.9,-0.8049237613310044
39,1.95,-0.80404506316216
40,2.0,-0.8003564620797583
41,2.05,-0.7971176235362345
42,2.1,-0.79530081267186
43,2.15,-0.7940074067500654
44,2.2,-0.7935057140705782
45,2.25,-0.7885639653316969
46,2.3,-0.786461601390192
47,2.35,-0.7869771121199814
48,2.4,-0.7872768003866251
49,2.45,-0.7873413344665898
50,2.5,-0.7899509141334695
51,2.55,-0.7936660281768161
52,2.6,-0.7940208879790704
53,2.65,-0.7964755327918994
54,2.7,-0.8007987849266739
55,2.75,-0.8065636364150126
56,2.8,-0.8121453538240088
57,2.85,-0.8191518324892183
58,2.9,-0.8230021698019138
59,2.95,-0.8258538131078275
60,3.0,-0.831314774017452
61,3.05,-0.8311945381064673
62,3.1,-0.8325793679787314
63,3.15,-0.8318943809409612
64,3.2,-0.8300392236915245
65,3.25,-0.8277045756465484
66,3.3,-0.8272278163141669
67,3.35,-0.8261712889691664
68,3.4,-0.821898858923051
69,3.45,-0.8165675345310573
70,3.5,-0.8091955067156729
71,3.55,-0.7987001041429591
72,3.6,-0.7937397431578044
73,3.65,-0.7853164413529611
74,3.7,-0.7777753526204189
75,3.75,-0.7710043907646013
76,3.8,-0.7627848592738476
77,3.85,-0.7577676250374464
78,3.9,-0.7452141295057789
79,3.95,-0.7330447554490911
80,4.0,-0.7229518103323122
81,4.05,-0.7111730313289395
82,4.1,-0.7042023474905768
83,4.15,-0.6947721735268483
84,4.2,-0.6855303235018534
85,4.25,-0.6813584425097554
86,4.3,-0.6775538507461186
87,4.35,-0.676530653717048
88,4.4,-0.6780646386114311
89,4.45,-0.6805772730754788
90,4.5,-0.6807847213049658
91,4.55,-0.6844599416398253
92,4.6,-0.6873509898828407
93,4.65,-0.6877775860122071
94,4.7,-0.6897281493451891
95,4.75,-0.6956736471776127
96,4.8,-0.6988277792166775
97,4.85,-0.7083096336957613
98,4.9,-0.7128542236354539
99,4.95,-0.7153994277221872
100,5.0,-0.7227047466963696
101,5.05,-0.7235081233873195
102,5.1,-0.7291765062751421
103,5.15,-0.7342088339735956
104,5.2,-0.7358367538106939
105,5.25,-0.7379830205484547
106,5.3,-0.7387075417164277
107,5.35,-0.7366832714888658
108,5.4,-0.7306395560727605
109,5.45,-0.7256553729749143
110,5.5,-0.7181731771686617
111,5.55,-0.7123306651163832
112,5.6,-0.7094189116390252
113,5.65,-0.7018903020036302
114,5.7,-0.6953467409011039
115,5.75,-0.6912224641598246
116,5.8,-0.6821958290128947
117,5.85,-0.6793640163825863
118,5.9,-0.671679797083944
119,5.95,-0.6631646092499003
120,6.0,-0.6561331270042244
121,6.05,-0.6482405207026495
122,6.1,-0.6354952895427187
123,6.15,-0.6202988836598584
124,6.2,-0.6068582524264096
125,6.25,-0.5938093408617264
126,6.3,-0.5773205087961445
127,6.35,-0.5620381028404356
128,6.4,-0.5508820559978832
129,6.45,-0.5412003452498123
130,6.5,-0.5346483035340712
131,6.55,-0.5218089735707174
132,6.6,-0.5081714644392672
133,6.65,-0.49621876888722977
134,6.7,-0.48641996736679677
135,6.75,-0.4758682369928698
136,6.8,-0.46534208894590634
137,6.85,-0.46095692719521403
138,6.9,-0.4574971799016371
139,6.95,-0.45324337400038217
140,7.0,-0.44779379916238404
141,7.05,-0.44075733241752924
142,7.1,-0.4345076860282879
143,7.15,-0.4305108279698928
144,7.2,-0.4249425030286522
145,7.25,-0.4185290317734181
146,7.3,-0.4063895133719061
147,7.35,-0.3947441532220126
148,7.4,-0.3775450535241284
149,7.45,-0.3664359504498541
150,7.5,-0.3515675210908572
151,7.55,-0.33473729174535505
152,7.6,-0.3185723700897325
153,7.65,-0.3015736565256188
154,7.7,-0.2831778139558635
155,7.75,-0.26316397475992104
156,7.8,-0.23848334513464572
157,7.85,-0.21807855207331117
158,7.9,-0.20006375287744652
159,7.95,-0.1808684951097836
160,8.0,-0.1657126780558855
161,8.05,-0.14446006371549047
162,8.1,-0.12716408829657416
163,8.15,-0.11079360811654684
164,8.2,-0.0962673277102389
165,8.25,-0.08400653391422433
166,8.3,-0.07057492793648588
167,8.35,-0.05995828200802071
168,8.4,-0.049055108821808836
169,8.45,-0.03759882045694084
170,8.5,-0.025579318634985262
171,8.55,-0.010155790574440873
172,8.6,0.006551455695177621
173,8.65,0.020667432392043064
174,8.7,0.03994530372063817
175,8.75,0.05592530288530824
176,8.8,0.07701425866866256
177,8.85,0.09459452261379253
178,8.9,0.11104057496822003
179,8.95,0.12727568891314378
180,9.0,0.14403850531546156
181,9.05,0.15541991469519853
182,9.1,0.16560766814711175
183,9.15,0.17644574724976575
184,9.2,0.1866727795105965
185,9.25,0.19433657404531737
186,9.3,0.20546540817281236
187,9.35,0.21882064299730167
188,9.4,0.23269903362148817
189,9.45,0.24158143668674492
190,9.5,0.2510394556161932
191,9.55,0.25855943636353496
192,9.6,0.2702661751946652
193,9.65,0.28602938002307465
194,9.7,0.29877097198783376
195,9.75,0.3182606205001197
196,9.8,0.34001704586063664
197,9.85,0.35780060011525117
198,9.9,0.3775179672872073
199,9.95,0.3927128276429523
200,10.0,0.40962248645790755
201,10.05,0.42617303314991123
202,10.1,0.44257839133728566
203,10.15,0.4590445275544054
204,10.2,0.4739387452391724
205,10.25,0.49000843602494043
206,10.3,0.5039525660817354
207,10.35,0.5140975610577251
208,10.4,0.5270032356773899
209,10.45,0.5386675090925768
210,10.5,0.5502426485104492
211,10.55,0.5576878113689481
212,10.6,0.5643811029045794
213,10.65,0.5751967213854776
214,10.7,0.5839330169865725
215,10.75,0.5905482831034224
216,10.8,0.6004442329407315
217,10.85,0.6080764014945751
218,10.9,0.6169470122646015
219,10.95,0.6234356398157003
220,11.0,0.6279434407958903
221,11.05,0.6355438119402635
222,11.1,0.6397560739468686
223,11.15,0.6491620152285738
224,11.2,0.653913542417779
225,11.25,0.6609959984758048
226,11.3,0.6638934856373767
227,11.35,0.6696443087880263
228,11.4,0.6716703387351529
229,11.45,0.6737140422959985
