,Time,zF
0,0.0,-0.9942316372891337
1,0.05,-0.7199536532167201
2,0.1,-0.8895047028797703
3,0.15,-0.8418742245948578
4,0.2,-0.8136062852597166
5,0.25,-0.8091236891813011
6,0.3,-0.7663092751130721
7,0.35,-0.7766450985484257
8,0.4,-0.8426603082866062
9,0.45,-0.897771613534105
10,0.5,-0.9072322938828169
11,0.55,-0.9210598644250473
12,0.6,-0.9403755405977019
13,0.65,-0.9612876810498708
14,0.7,-0.9102537546933173
15,0.75,-0.870684371178422
16,0.8,-0.8401403512821257
17,0.85,-0.8292007358524262
18,0.9,-0.857194433187815
19,0.95,-0.8486664225270337
20,1.0,-0.8659261362461697
21,1.05,-0.8503052296247244
22,1.1,-0.8613475023530679
23,1.15,-0.8612376029320583
24,1.2,-0.8736701859596834
25,1.25,-0.8908516618325062
26,1.3,-0.8877731002116768
27,1.35,-0.8776676764783732
28,1.4,-0.8854798572200585
29,1.45,-0.8800518441964944
30,1.5,-0.8723746732973726
31,1.55,-0.8684409217593633
32,1.6,-0.8686587313224814
33,1.65,-0.8582498815950917
34,1.7,-0.8422478308199456
35,1.75,-0.8425813250346119
36,1.8,-0.8385992621245832
37,1.85,-0.8392536671158017
38,1.9,-0.832709759466939
39,1.95,-0.8399504587929855
40,2.0,-0.8379791132434307
41,2.05,-0.8459522310421317
42,2.1,-0.8662911757328431
43,2.15,-0.8654342088032195
44,2.2,-0.8701620449155376
45,2.25,-0.8533350620019561
46,2.3,-0.8525057732597783
47,2.35,-0.8376709869583457
48,2.4,-0.8438365559109684
49,2.45,-0.8351307503641217
50,2.5,-0.8457976715368649
51,2.55,-0.8474102955792423
52,2.6,-0.8283766385315982
53,2.65,-0.8381828116114065
54,2.7,-0.8300094198912488
55,2.75,-0.8124649060485284
56,2.8,-0.8192363666931092
57,2.85,-0.8233999976651601
58,2.9,-0.8417871884869733
59,2.95,-0.8610795727476664
60,3.0,-0.8643157987893736
61,3.05,-0.8687724043154285
62,3.1,-0.8760969314387632
63,3.15,-0.8642724091608062
64,3.2,-0.8613291387693659
65,3.25,-0.8492780395657847
66,3.3,-0.8294250854792713
67,3.35,-0.834144053823245
68,3.4,-0.8445061551644771
69,3.45,-0.8347580695436663
70,3.5,-0.8232485452694529
71,3.55,-0.8196082160382367
72,3.6,-0.8188945339535993
73,3.65,-0.8087004540077866
74,3.7,-0.8029586213591504
75,3.75,-0.8001585597741817
76,3.8,-0.8119983059127204
77,3.85,-0.8167293774897427
78,3.9,-0.8010624102571864
79,3.95,-0.7883101735482879
80,4.0,-0.7820722699462166
81,4.05,-0.7804530347364446
82,4.1,-0.7873106512248512
83,4.15,-0.7948404078228721
84,4.2,-0.7895657534261483
85,4.25,-0.7857710607200231
86,4.3,-0.7929577975852713
87,4.35,-0.7872414198271442
88,4.4,-0.8019495374758561
89,4.45,-0.8006295578403505
90,4.5,-0.8160287308242912
91,4.55,-0.8221804799564008
92,4.6,-0.8168869602812407
93,4.65,-0.8399860038017766
