,Time,zF
0,0.0,-2.1105041401075306
1,0.05,-0.9439976470094101
2,0.1,-0.7767201650448293
3,0.15,-0.5617247958090466
4,0.2,-0.576971959957327
5,0.25,-0.7825526492245428
6,0.3,-0.8634567136986823
7,0.35,-0.9979031605041856
8,0.4,-1.1368085259750762
9,0.45,-1.1578247180943797
10,0.5,-1.1658383459187265
11,0.55,-1.1754020173010222
12,0.6,-1.1341075286355868
13,0.65,-1.1545834429140975
14,0.7,-1.129731733876946
15,0.75,-1.0834131193327377
16,0.8,-1.129075034714891
17,0.85,-1.0838550328524288
18,0.9,-1.0658978400243553
19,0.95,-1.0809378803675094
20,1.0,-1.0287544358215843
21,1.05,-1.0202385422123192
22,1.1,-1.027108671592875
23,1.15,-1.082454771361642
24,1.2,-1.0960589339685058
25,1.25,-1.1071928606481773
26,1.3,-1.1241298913710303
27,1.35,-1.1225217781584296
28,1.4,-1.13388631944336
29,1.45,-1.1059725227369686
30,1.5,-1.0849199003919991
31,1.55,-1.0998529514005138
32,1.6,-1.114028716451255
33,1.65,-1.0954014126058702
34,1.7,-1.0834615388424587
35,1.75,-1.0536895320537205
36,1.8,-1.069355483950733
37,1.85,-1.0532863106067463
38,1.9,-1.0539147367685135
39,1.95,-1.0038853999044957
40,2.0,-0.9962108578402159
41,2.05,-0.9821937281161439
42,2.1,-0.9896326453391063
43,2.15,-0.9802267805163788
44,2.2,-0.9692881548222854
45,2.25,-0.9513927573436717
46,2.3,-0.9394441246087397
47,2.35,-0.9851955129562903
48,2.4,-0.9609985005916342
49,2.45,-0.9679584334918168
50,2.5,-0.9588427971004285
51,2.55,-0.9434781125419084
52,2.6,-0.9490443378561738
53,2.65,-0.9416230401723179
54,2.7,-0.9628729068512549
55,2.75,-0.9375540344292204
56,2.8,-0.9548395503669359
57,2.85,-0.9523022312964232
58,2.9,-0.9589949457125824
59,2.95,-0.9798038170827525
60,3.0,-1.008323956524445
61,3.05,-0.9726001545799134
62,3.1,-0.9746693119025226
63,3.15,-1.0127072898428253
64,3.2,-1.0100177613898798
65,3.25,-1.0342388757213212
66,3.3,-1.0074249821979293
67,3.35,-0.9971976458026867
68,3.4,-0.9848126907016571
69,3.45,-1.0201862361599787
70,3.5,-1.0317674729387158
71,3.55,-1.0138480427730654
72,3.6,-1.0387323839106648
73,3.65,-1.0610649844962485
74,3.7,-1.0484107636406306
75,3.75,-1.0208628725651925
76,3.8,-0.9989128396194756
77,3.85,-0.9940462686006069
78,3.9,-0.9806132138879603
79,3.95,-0.9582414581603065
80,4.0,-0.9526196064054563
81,4.05,-0.9278258727170292
82,4.1,-0.9182582513940164
83,4.15,-0.9199547400423177
84,4.2,-0.9069217556005953
85,4.25,-0.8967106922439674
86,4.3,-0.9001993471977012
87,4.35,-0.9090150608483009
88,4.4,-0.9347716859028313
89,4.45,-0.9389291658124107
90,4.5,-0.9490537855603733
91,4.55,-0.9564403510020093
92,4.6,-0.9907147486024209
93,4.65,-1.028863203745113
94,4.7,-1.0838233105762323
95,4.75,-1.100159894838405
96,4.8,-1.1643413989514715
97,4.85,-1.1644663125966994
98,4.9,-1.199861979048435
99,4.95,-1.228343463231266
100,5.0,-1.2351875159774157
101,5.05,-1.2216173093246032
102,5.1,-1.2419094711395606
103,5.15,-1.2509957750181535
104,5.2,-1.2279515948782278
105,5.25,-1.2378429659548251
106,5.3,-1.2502446140101375
107,5.35,-1.2553343229309883
108,5.4,-1.2486975942096874
109,5.45,-1.2466761725077633
110,5.5,-1.2594465846043352
111,5.55,-1.2767487135626259
112,5.6,-1.29064489904759
113,5.65,-1.2911137692236465
114,5.7,-1.3166064640384183
115,5.75,-1.2775689597528084
116,5.8,-1.279608513729927
117,5.85,-1.2645741543847748
118,5.9,-1.2451165896980145
119,5.95,-1.210658747839612
120,6.0,-1.2105589647654633
121,6.05,-1.1625581681214936
122,6.1,-1.122491563887388
123,6.15,-1.0962985166859451
124,6.2,-1.03590854708146
125,6.25,-1.0342848598602563
126,6.3,-0.9764876873608657
127,6.35,-0.9878905436781392
128,6.4,-0.9625562620471558
129,6.45,-0.9234110677364514
130,6.5,-0.9494060694275654
131,6.55,-0.8986356550285488
132,6.6,-0.8745941396706292
133,6.65,-0.8464239960751417
134,6.7,-0.8298159249824202
135,6.75,-0.8660722415342689
136,6.8,-0.8464494969546634
137,6.85,-0.855368413326009
138,6.9,-0.8955146679400808
139,6.95,-0.8823665799260026
140,7.0,-0.904459701433192
141,7.05,-0.936411578356612
142,7.1,-0.9516319230408085
143,7.15,-0.9727907613571645
144,7.2,-0.9935641974576266
145,7.25,-1.0072655414838316
146,7.3,-1.0009938048344558
147,7.35,-1.0198989507474727
148,7.4,-1.0391770412595673
149,7.45,-1.033943960566696
150,7.5,-1.0633397256297559
151,7.55,-1.044985421892008
152,7.6,-1.0819523146056733
153,7.65,-1.0606545050126972
154,7.7,-1.0679047660152836
155,7.75,-1.0396834315159704
156,7.8,-1.0346283551763813
157,7.85,-1.0293383510650544
158,7.9,-1.0506160510116207
159,7.95,-1.0830756752999773
160,8.0,-1.09365423612954
161,8.05,-1.080052672023825
162,8.1,-1.0425238859381896
163,8.15,-1.0825190419913648
164,8.2,-1.0631601094906638
165,8.25,-1.0206391335841871
166,8.3,-1.0321158456786053
167,8.35,-1.0495802604757323
168,8.4,-1.0686382198530187
169,8.45,-1.081296285248271
170,8.5,-1.1047092835535128
171,8.55,-1.1078026406789492
172,8.6,-1.1304143920542744
173,8.65,-1.1298796852651023
174,8.7,-1.134116178592375
175,8.75,-1.1344203436852487
176,8.8,-1.176593494815814
177,8.85,-1.1890773037628013
178,8.9,-1.1964621248142178
179,8.95,-1.1989650593254504
180,9.0,-1.2478777184721743
181,9.05,-1.2820674125285305
182,9.1,-1.2870429378574073
183,9.15,-1.331978632259317
184,9.2,-1.3695112789542574
185,9.25,-1.451310713600958
186,9.3,-1.461144436534997
187,9.35,-1.4737019454833495
188,9.4,-1.5139975786040032
189,9.45,-1.5184918463340016
190,9.5,-1.5329885815640354
191,9.55,-1.5283358226023396
192,9.6,-1.5383949925694538
193,9.65,-1.5236908677985515
194,9.7,-1.4710789950569516
195,9.75,-1.4519656246551484
196,9.8,-1.4535678448769027
197,9.85,-1.426518316342442
198,9.9,-1.4040383019831717
199,9.95,-1.3874100603333102
200,10.0,-1.3398546958674995
201,10.05,-1.3001597385530976
202,10.1,-1.23451680589625
203,10.15,-1.1503470745274238
204,10.2,-1.0783829050329077
205,10.25,-1.0221097953852634
206,10.3,-0.9622180547172955
207,10.35,-0.8872797580151397
208,10.4,-0.7992583661433655
209,10.45,-0.7161707886183747
210,10.5,-0.652801912752165
211,10.55,-0.5769310747708655
212,10.6,-0.5156289055600873
213,10.65,-0.4576112012756156
214,10.7,-0.40413257189978363
215,10.75,-0.3517876794755702
216,10.8,-0.27398983061084536
217,10.85,-0.20044078872261234
218,10.9,-0.10975772314557403
219,10.95,-0.031997296725928694
220,11.0,0.048100289514676924
221,11.05,0.08810223180282203
222,11.1,0.13300084801514503
223,11.15,0.17329399507767101
224,11.2,0.20572371060512867
225,11.25,0.24133043409534563
226,11.3,0.2894987837986329
227,11.35,0.33362459585310045
228,11.4,0.39152465439807044
229,11.45,0.4565427343415305
230,11.5,0.48334499315755375
231,11.55,0.5357897521608064
232,11.6,0.5750243037614443
233,11.65,0.56885433652205
234,11.7,0.5782723224977757
235,11.75,0.608903321933589
236,11.8,0.6224577677233368
237,11.85,0.6186734844255113
238,11.9,0.6012489921291553
239,11.95,0.6249367390015592
240,12.0,0.6420731117127091
241,12.05,0.6238133750264703
242,12.1,0.6272050424780943
243,12.15,0.6399217185489724
244,12.2,0.6527654002009945
245,12.25,0.6523417174896013
246,12.3,0.6306759333633255
247,12.35,0.6197455238789225
248,12.4,0.6160409598105124
249,12.45,0.5902316416321313
250,12.5,0.5809681345979595
251,12.55,0.5641911911501244
252,12.6,0.5223193245076058
253,12.65,0.4869807457562848
254,12.7,0.44830243665692393
255,12.75,0.45995263506084844
256,12.8,0.48396365452834955
257,12.85,0.44762814621037417
258,12.9,0.4219798860333752
259,12.95,0.4133933308519955
260,13.0,0.3847151996903823
261,13.05,0.3443684157724298
262,13.1,0.28084703404501515
263,13.15,0.20820004919506852
264,13.2,0.1575159864708
265,13.25,0.11555878062709436
266,13.3,0.06032607059809217
267,13.35,-0.030239985509071313
268,13.4,-0.07983727405362909
269,13.45,-0.12205710383231998
270,13.5,-0.1611237490862111
271,13.55,-0.18319254672178908
272,13.6,-0.21655030986678422
273,13.65,-0.24057886095078612
274,13.7,-0.2721225064685485
275,13.75,-0.3049260317078918
276,13.8,-0.2971736750675565
277,13.85,-0.34203814335150967
278,13.9,-0.42092077839425807
279,13.95,-0.47820231285729514
280,14.0,-0.5321737311192118
281,14.05,-0.5539495267782495
282,14.1,-0.5899280114968106
283,14.15,-0.6123186245290644
284,14.2,-0.6300304007053641
285,14.25,-0.6673616228145016
286,14.3,-0.6901913445996437
287,14.35,-0.7028255286309968
288,14.4,-0.7109901189436348
289,14.45,-0.7131285838052265
290,14.5,-0.7283430318854107
291,14.55,-0.7678080304895707
292,14.6,-0.7735401701973393
293,14.65,-0.780201115506937
294,14.7,-0.8046891094577819
295,14.75,-0.8098632421871922
296,14.8,-0.7970055082308874
297,14.85,-0.7711925332384244
298,14.9,-0.7675655746761798
299,14.95,-0.7333989646013591
300,15.0,-0.6888038672294714
301,15.05,-0.6534494043252979
302,15.1,-0.6301072292676336
303,15.15,-0.588796598762044
304,15.2,-0.5593952799966738
305,15.25,-0.49378814886662487
306,15.3,-0.47957032204302635
307,15.35,-0.44934632094298854
308,15.4,-0.4559940461244896
309,15.45,-0.46703207936569563
310,15.5,-0.45660609647278566
311,15.55,-0.4457713207327202
312,15.6,-0.4493231906698591
313,15.65,-0.41923994912548457
314,15.7,-0.4257313682006566
315,15.75,-0.48445003420189225
316,15.8,-0.4862806805606535
317,15.85,-0.4834511590525845
