FrameCounter,Timestamp,LedState,Stimulation,Output0,Output1,Input0,Input1,Region0G
0,1256.004548705,6,0,0,0,0,0,0.0310943284436089
1,1256.029643066,1,0,0,0,0,0,0.0334608172485709
2,1256.054739133,6,0,0,0,0,0,0.0310898224964152
3,1256.07983264,1,0,0,0,0,0,0.033450245603232
4,1256.10492696,6,0,0,0,0,0,0.0310520418622533
5,1256.13004252,1,0,0,0,0,0,0.0334219967804412
6,1256.155136352,6,0,0,0,0,0,0.0310121815601558
7,1256.180230792,1,0,0,0,0,0,0.0334296222295381
8,1256.205325682,6,0,0,0,0,0,0.0309842793486875
9,1256.23043522,1,0,0,0,0,0,0.0333897619274406
10,1256.255532877,6,0,0,0,0,0,0.0309906916581554
11,1256.280627522,1,0,0,0,0,0,0.0333800568104081
12,1256.305758015,6,0,0,0,0,0,0.0309834128203811
13,1256.330837889,1,0,0,0,0,0,0.0333642859952304
14,1256.355932779,6,0,0,0,0,0,0.0309556839145741
15,1256.381026855,1,0,0,0,0,0,0.033370524999037
16,1256.406139607,6,0,0,0,0,0,0.0309744009259938
17,1256.43123539,1,0,0,0,0,0,0.0333538876555528
18,1256.456329181,6,0,0,0,0,0,0.03094441904659
19,1256.481444863,1,0,0,0,0,0,0.0333628995499401
20,1256.506537434,6,0,0,0,0,0,0.0309198096426864
21,1256.531633463,1,0,0,0,0,0,0.033341582953601
22,1256.556729246,6,0,0,0,0,0,0.0309283016200898
23,1256.581841144,1,0,0,0,0,0,0.0333674054971337
24,1256.606936196,6,0,0,0,0,0,0.0309210227823154
25,1256.632032836,1,0,0,0,0,0,0.0333601266593594
26,1256.657127278,6,0,0,0,0,0,0.0309198096426864
27,1256.682255371,1,0,0,0,0,0,0.0333518079876173
28,1256.707333454,6,0,0,0,0,0,0.0309419927673319
29,1256.732431558,1,0,0,0,0,0,0.0333488617913753
30,1256.757542723,6,0,0,0,0,0,0.0309097579143314
31,1256.782658528,1,0,0,0,0,0,0.0333694851650692
32,1256.807752604,6,0,0,0,0,0,0.0309260486464929
33,1256.832844277,1,0,0,0,0,0,0.033347475346085
34,1256.857960691,6,0,0,0,0,0,0.0309073316350732
35,1256.883055825,1,0,0,0,0,0,0.0333500749310044
36,1256.908151041,6,0,0,0,0,0,0.0308950269331214
37,1256.933244464,1,0,0,0,0,0,0.0333382901460364
38,1256.958359576,6,0,0,0,0,0,0.0309149570841702
39,1256.9834541,1,0,0,0,0,0,0.0333448757611656
40,1257.008546752,6,0,0,0,0,0,0.030918423197396
41,1257.033643106,1,0,0,0,0,0,0.0333512880706334
42,1257.058756062,6,0,0,0,0,0,0.03093904657109
43,1257.083852252,1,0,0,0,0,0,0.0333353439497944
44,1257.10894405,6,0,0,0,0,0,0.0309085447747023
45,1257.134039265,1,0,0,0,0,0,0.0333570071574561
46,1257.159152343,6,0,0,0,0,0,0.030914263861525
47,1257.184250773,1,0,0,0,0,0,0.0333266786667298
48,1257.209345376,6,0,0,0,0,0,0.0309035189105248
49,1257.23443815,1,0,0,0,0,0,0.0333455689838107
50,1257.259552977,6,0,0,0,0,0,0.0309017858539119
51,1257.284667398,1,0,0,0,0,0,0.033353367738569
52,1257.309761596,6,0,0,0,0,0,0.0309149570841702
53,1257.334857298,1,0,0,0,0,0,0.0333318778365686
54,1257.359970213,6,0,0,0,0,0,0.0309036922161861
55,1257.385064899,1,0,0,0,0,0,0.0333514613762947
56,1257.410158121,6,0,0,0,0,0,0.0308868815670406
57,1257.435274169,1,0,0,0,0,0,0.0333362104781009
58,1257.460380289,6,0,0,0,0,0,0.0309050786614764
59,1257.485462726,1,0,0,0,0,0,0.0333341308101654
60,1257.510558307,6,0,0,0,0,0,0.0309040388275087
61,1257.535667601,1,0,0,0,0,0,0.0333573537687787
62,1257.56076481,6,0,0,0,0,0,0.0308893078462987
63,1257.585880493,1,0,0,0,0,0,0.0333577003801013
64,1257.610975177,6,0,0,0,0,0,0.0308934671821698
65,1257.636068927,1,0,0,0,0,0,0.0333398498969881
66,1257.661162597,6,0,0,0,0,0,0.0309016125482506
67,1257.686278075,1,0,0,0,0,0,0.0333459155951333
68,1257.711372719,6,0,0,0,0,0,0.0308964133784118
69,1257.73646533,1,0,0,0,0,0,0.0333407164252945
70,1257.761581867,6,0,0,0,0,0,0.0308898277632826
71,1257.786674763,1,0,0,0,0,0,0.0333431427045526
72,1257.811769978,6,0,0,0,0,0,0.0309045587444926
73,1257.836886799,1,0,0,0,0,0,0.0333353439497944
74,1257.86198006,6,0,0,0,0,0,0.030901265936928
75,1257.887093463,1,0,0,0,0,0,0.0333370770064074
76,1257.912187295,6,0,0,0,0,0,0.0308768298386856
77,1257.937301879,1,0,0,0,0,0,0.0333292782516492
78,1257.962398396,6,0,0,0,0,0,0.0308837620651373
79,1257.987511026,1,0,0,0,0,0,0.0333122942968424
80,1258.012605914,6,0,0,0,0,0,0.0308844552877825
81,1258.037699787,1,0,0,0,0,0,0.0333450490668269
82,1258.062813678,6,0,0,0,0,0,0.0309005727142828
83,1258.087908365,1,0,0,0,0,0,0.0333154137987457
84,1258.113001953,6,0,0,0,0,0,0.0308809891745566
85,1258.138097736,1,0,0,0,0,0,0.033338636757359
86,1258.163211994,6,0,0,0,0,0,0.0308783895896372
87,1258.188305459,1,0,0,0,0,0,0.0333174934666812
88,1258.213401285,6,0,0,0,0,0,0.0308704175292177
89,1258.23851481,1,0,0,0,0,0,0.0333349973384718
90,1258.263608356,6,0,0,0,0,0,0.0308790828122824
91,1258.288705646,1,0,0,0,0,0,0.0333391566743429
92,1258.313817218,6,0,0,0,0,0,0.0308915608198955
93,1258.338911905,1,0,0,0,0,0,0.0333188799119716
94,1258.364008178,6,0,0,0,0,0,0.0308799493405889
95,1258.389141479,1,0,0,0,0,0,0.0333206129685845
96,1258.414235512,6,0,0,0,0,0,0.0308646984423951
97,1258.43935034,1,0,0,0,0,0,0.0333403698139719
98,1258.464445352,6,0,0,0,0,0,0.0308711107518629
99,1258.489559732,1,0,0,0,0,0,0.0333299714742943
100,1258.514653482,6,0,0,0,0,0,0.0308712840575242
101,1258.539767618,1,0,0,0,0,0,0.0333162803270522
102,1258.564862913,6,0,0,0,0,0,0.0308549933253626
103,1258.589954507,1,0,0,0,0,0,0.0333178400780038
104,1258.615071003,6,0,0,0,0,0,0.0308309038384428
105,1258.640165648,1,0,0,0,0,0,0.0333204396629232
106,1258.665260375,6,0,0,0,0,0,0.0308277843365396
107,1258.690370237,1,0,0,0,0,0,0.0333346507271493
108,1258.715465859,6,0,0,0,0,0,0.0308198122761201
109,1258.740582355,1,0,0,0,0,0,0.0333206129685845
110,1258.765673745,6,0,0,0,0,0,0.0308101071590876
111,1258.790769164,1,0,0,0,0,0,0.0333308380026008
112,1258.815882242,6,0,0,0,0,0,0.0308399157328301
113,1258.840980263,1,0,0,0,0,0,0.0333258121384233
114,1258.866075153,6,0,0,0,0,0,0.0308489276272174
115,1258.891171182,1,0,0,0,0,0,0.0333479952630689
116,1258.91626481,6,0,0,0,0,0,0.0308633119971047
117,1258.941379638,1,0,0,0,0,0,0.0333143739647779
118,1258.96650651,6,0,0,0,0,0,0.0308501407668464
119,1258.991605955,1,0,0,0,0,0,0.0333261587497459
120,1259.016699298,6,0,0,0,0,0,0.0308612323291692
121,1259.041794636,1,0,0,0,0,0,0.0333159337157296
122,1259.066910643,6,0,0,0,0,0,0.0308714573631855
123,1259.092021809,1,0,0,0,0,0,0.0333239057761491
124,1259.117133178,6,0,0,0,0,0,0.0308666048046693
125,1259.14221297,1,0,0,0,0,0,0.0333282384176814
126,1259.167325478,6,0,0,0,0,0,0.0308667781103306
127,1259.192422037,1,0,0,0,0,0,0.0333069218213423
128,1259.217533568,6,0,0,0,0,0,0.0308591526612337
129,1259.242628295,1,0,0,0,0,0,0.0333145472704392
130,1259.267723265,6,0,0,0,0,0,0.030857592910282
131,1259.292819741,1,0,0,0,0,0,0.033318533300649
132,1259.317933104,6,0,0,0,0,0,0.0308468479592818
133,1259.343026448,1,0,0,0,0,0,0.03330258917981
134,1259.368118406,6,0,0,0,0,0,0.0308492742385399
135,1259.393218341,1,0,0,0,0,0,0.0333065752100197
136,1259.418329263,6,0,0,0,0,0,0.0308222385553782
137,1259.443423176,1,0,0,0,0,0,0.0333154137987457
138,1259.468539916,6,0,0,0,0,0,0.0308305572271203
139,1259.493635986,1,0,0,0,0,0,0.0333240790818104
140,1259.518729612,6,0,0,0,0,0,0.0308343699516687
141,1259.543841673,1,0,0,0,0,0,0.0333001629005519
142,1259.568952798,6,0,0,0,0,0,0.0308073342685069
143,1259.594052652,1,0,0,0,0,0,0.0333017226515035
144,1259.619164143,6,0,0,0,0,0,0.0307983223741197
145,1259.644259968,1,0,0,0,0,0,0.0333273718893749
146,1259.669373858,6,0,0,0,0,0,0.030809760547765
147,1259.694467568,1,0,0,0,0,0,0.0333230392478426
148,1259.71956437,6,0,0,0,0,0,0.0307719799136031
149,1259.74467578,1,0,0,0,0,0,0.0333195731346167
150,1259.769772094,6,0,0,0,0,0,0.0308049079892488
151,1259.794882812,1,0,0,0,0,0,0.0333180133836651
152,1259.819962075,6,0,0,0,0,0,0.030789657091055
153,1259.84507438,1,0,0,0,0,0,0.0333244256931329
154,1259.870169636,6,0,0,0,0,0,0.0307601951286351
155,1259.895262776,1,0,0,0,0,0,0.0333178400780038
156,1259.920379068,6,0,0,0,0,0,0.0307768324721193
157,1259.945473061,1,0,0,0,0,0,0.0333044955420842
158,1259.970569131,6,0,0,0,0,0,0.0307976291514745
159,1259.995664061,1,0,0,0,0,0,0.033325638832762
160,1260.020777506,6,0,0,0,0,0,0.0308151330232651
161,1260.045870888,1,0,0,0,0,0,0.03332269263652
