FrameCounter,Timestamp,LedState,Stimulation,Output0,Output1,Input0,Input1,Region0G
0,7007.818251749,6,0,0,0,0,0,0.0307000580641663
1,7007.843347207,1,0,0,0,0,0,0.0329154243324804
2,7007.868459837,6,0,0,0,0,0,0.0306745821319561
3,7007.893555907,1,0,0,0,0,0,0.032863779245415
4,7007.918670165,6,0,0,0,0,0,0.0306551718978913
5,7007.943764241,1,0,0,0,0,0,0.0328083214338011
6,7007.968858111,6,0,0,0,0,0,0.0305917420258579
7,7007.99397005,1,0,0,0,0,0,0.0327727937732359
8,7008.019064981,6,0,0,0,0,0,0.0305849831050674
9,7008.04416219,1,0,0,0,0,0,0.0327519970938807
10,7008.069256673,6,0,0,0,0,0,0.030542176606728
11,7008.094369464,1,0,0,0,0,0,0.0327407322258966
12,7008.119463825,6,0,0,0,0,0,0.0305511885011152
13,7008.14455904,1,0,0,0,0,0,0.032717335961622
14,7008.169652465,6,0,0,0,0,0,0.0305328181010181
15,7008.194766194,1,0,0,0,0,0,0.032721495297493
16,7008.219862018,6,0,0,0,0,0,0.0305125413386468
17,7008.244974973,1,0,0,0,0,0,0.0327036448143798
18,7008.270067707,6,0,0,0,0,0,0.0305283121538245
19,7008.29518465,1,0,0,0,0,0,0.0326882206105247
20,7008.320280354,6,0,0,0,0,0,0.030521553233034
21,7008.345375203,1,0,0,0,0,0,0.032691340112428
22,7008.370486611,6,0,0,0,0,0,0.0305094218367435
23,7008.395580849,1,0,0,0,0,0,0.0326821549123794
24,7008.420678669,6,0,0,0,0,0,0.0305000633310337
25,7008.445771036,1,0,0,0,0,0,0.0326885672218473
26,7008.470884439,6,0,0,0,0,0,0.0305134078669532
27,7008.495980548,1,0,0,0,0,0,0.0326752226859277
28,7008.521073892,6,0,0,0,0,0,0.030485505655485
29,7008.546171508,1,0,0,0,0,0,0.0326500933650401
30,7008.571285277,6,0,0,0,0,0,0.0304894916856948
31,7008.596379842,1,0,0,0,0,0,0.0326804218557665
32,7008.621473387,6,0,0,0,0,0,0.0304960773008239
33,7008.646586505,1,0,0,0,0,0,0.0326705434330728
34,7008.671682738,6,0,0,0,0,0,0.0304875853234205
